Gene,Mean_Control,Mean_Disease,FoldChange,log2FoldChange,p_value,adj_p_value
Gene_55233,2.534420001,2.686102659,1.059849061,0.083858818,0.135743607,0.697577651
Gene_5675,1.709399157,1.485896645,0.869250835,-0.202155547,0.135822934,0.69778985
Gene_57232,2.352354388,2.432582547,1.034105473,0.04838334,0.135892082,0.697832256
Gene_26061,2.782665961,2.698438723,0.969731459,-0.044342807,0.135907263,0.697832256
Gene_10848,1.459047441,1.630882094,1.117771807,0.160625692,0.135981148,0.698016269
Gene_4258,2.738432718,2.869407192,1.047828261,0.067402278,0.13602646,0.69805355
Gene_4931,2.816311879,2.722969103,0.966856378,-0.048626494,0.136403715,0.698199202
Gene_23078,3.586146143,3.498919345,0.975676731,-0.035524874,0.136095786,0.698199202
Gene_162972,2.48800707,2.565261956,1.031050911,0.044115572,0.136281155,0.698199202
Gene_29094,1.996127066,1.906646484,0.955172903,-0.066166185,0.136264929,0.698199202
Gene_145581,2.568775934,2.415525206,0.940340952,-0.088744147,0.136435416,0.698199202
Gene_55824,2.367944396,2.467663352,1.042112035,0.059510386,0.136250034,0.698199202
Gene_1730,2.687857057,2.811406914,1.045965933,0.064835864,0.136374285,0.698199202
Gene_116071,0.793415899,1.065406718,1.342809892,0.42525507,0.136359399,0.698199202
Gene_55795,2.664258397,2.718994775,1.020544696,0.029339368,0.136216939,0.698199202
Gene_10929,2.449769477,2.525071366,1.030738357,0.043678165,0.136421952,0.698199202
Gene_3308,3.70151207,3.810483741,1.029439772,0.041859427,0.136503766,0.698354179
Gene_55071,1.326520298,1.438278602,1.084249222,0.116696409,0.136649995,0.698402003
Gene_1459,2.871651622,2.917306355,1.015898423,0.022756158,0.136609661,0.698402003
Gene_54902,3.550297222,3.474615562,0.978683007,-0.031086444,0.136626879,0.698402003
Gene_54996,2.220433175,2.110344221,0.950420055,-0.073362815,0.136665387,0.698402003
Gene_25927,2.433764067,2.37250252,0.974828478,-0.036779698,0.136715518,0.698463631
Gene_23603,3.262354965,3.338909498,1.023466034,0.033463224,0.136922494,0.699131663
Gene_399669,1.721945171,1.830647569,1.063127677,0.088314869,0.136898045,0.699131663
Gene_222537,2.443348013,2.253775315,0.922412732,-0.116515669,0.136990942,0.699204872
Gene_115827,2.958658641,2.670795015,0.902704684,-0.147674001,0.13708011,0.699204872
Gene_10325,2.737898981,2.625038059,0.958778274,-0.060730878,0.13708928,0.699204872
Gene_2210,2.412005724,2.713031965,1.124803286,0.169672714,0.13704391,0.699204872
Gene_10943,2.722348307,2.773733752,1.018875411,0.026977649,0.137132008,0.699228408
Gene_342,1.080650995,1.187635568,1.099000116,0.136191538,0.137295104,0.699581757
Gene_1431,3.423852266,3.339429128,0.975342646,-0.036018957,0.137391969,0.699581757
Gene_6252,3.589901122,3.422091197,0.953255001,-0.069065901,0.137265369,0.699581757
Gene_56103,2.579543416,2.652618578,1.02832872,0.040301516,0.137362455,0.699581757
Gene_10243,3.62973642,3.562662366,0.981520957,-0.026909022,0.137318077,0.699581757
Gene_2796,1.936735143,2.05726747,1.062234801,0.087102701,0.137446721,0.699666353
Gene_29074,2.645159833,2.7489501,1.039237806,0.05552582,0.138002503,0.700164247
Gene_728609,2.88703228,2.831735142,0.980846373,-0.027900905,0.137886704,0.700164247
Gene_55100,3.264373627,3.187696391,0.976510889,-0.034291964,0.137596874,0.700164247
Gene_710,2.933286083,3.104761445,1.058458452,0.081964639,0.137969236,0.700164247
Gene_26768,4.477101088,4.651764292,1.039012567,0.055213103,0.137743229,0.700164247
Gene_4285,2.5127771,2.406717537,0.957791894,-0.062215869,0.137876294,0.700164247
Gene_3183,4.065447464,4.125831252,1.014852926,0.021270664,0.137944917,0.700164247
Gene_441294,2.338054772,2.456514617,1.050665984,0.071304096,0.137692137,0.700164247
Gene_6176,3.516925849,3.628526887,1.031732554,0.045069043,0.137757822,0.700164247
Gene_91614,2.022886981,1.856575544,0.917785107,-0.123771699,0.137863544,0.700164247
Gene_4238,2.563259918,2.675221139,1.043679231,0.061678375,0.137935767,0.700164247
Gene_3665,1.778126122,1.904923655,1.07130964,0.099375521,0.13788877,0.700164247
Gene_10326,2.523066108,2.655528094,1.052500402,0.073820785,0.138267594,0.700313311
Gene_92675,2.841019497,2.72118189,0.957818802,-0.062175339,0.138131214,0.700313311
Gene_7544,1.858707736,2.809194517,1.51136968,0.595856586,0.138299091,0.700313311
Gene_30846,2.028760626,2.281178204,1.124419596,0.169180502,0.138170459,0.700313311
Gene_162989,1.66922593,1.89668872,1.136268426,0.18430369,0.138124413,0.700313311
Gene_2591,2.065516602,2.278355353,1.103043834,0.141490124,0.138288668,0.700313311
Gene_3661,2.137974115,2.215635734,1.036324864,0.051476326,0.138185572,0.700313311
Gene_78997,2.132456076,1.988178017,0.932341838,-0.101069087,0.138345591,0.700355467
Gene_100506679,1.164337003,1.257723724,1.080205921,0.111306361,0.138408987,0.700410849
Gene_6487,3.101095649,3.031107803,0.977431252,-0.032932861,0.138471065,0.700410849
Gene_550112,2.053523188,1.947605794,0.948421622,-0.076399541,0.138449297,0.700410849
Gene_23468,3.116611571,3.071060949,0.985384569,-0.021241216,0.138522259,0.700476669
Gene_80012,3.634702756,3.681301312,1.012820458,0.018378452,0.138577998,0.700565434
Gene_56919,2.605458151,2.543789743,0.976331069,-0.034557653,0.138713671,0.700678429
Gene_84309,1.878859802,1.986078945,1.057066069,0.080065551,0.138651946,0.700678429
Gene_205,2.260707932,2.387318776,1.056004955,0.078616603,0.138714927,0.700678429
Gene_2046,1.701123769,1.435490898,0.843848592,-0.244943929,0.138839593,0.701041434
Gene_643641,2.609212719,2.491318485,0.954816166,-0.066705102,0.138894648,0.701041434
Gene_1558,2.242278099,2.033517911,0.906898173,-0.140987522,0.138901429,0.701041434
Gene_155435,3.401019649,3.459840271,1.017294996,0.024738094,0.138992373,0.701114676
Gene_283008,2.885552355,2.698400489,0.935141753,-0.096743022,0.138968413,0.701114676
Gene_80198,2.713780315,2.78613792,1.02666303,0.03796274,0.139036768,0.701145836
Gene_693220,1.234962095,1.070943472,0.867187322,-0.20558443,0.139721314,0.701295216
Gene_2739,3.138900041,3.024454703,0.963539668,-0.053584033,0.139907364,0.701295216
Gene_8451,2.895405057,2.922178074,1.009246726,0.013278907,0.139588567,0.701295216
Gene_3576,0.862149185,1.423299274,1.650873537,0.723229609,0.139851164,0.701295216
Gene_6599,3.430300848,3.516930209,1.025254158,0.035981595,0.139628254,0.701295216
Gene_29089,2.101255366,1.947752822,0.926947221,-0.109440899,0.139144727,0.701295216
Gene_84628,2.639637346,2.374086876,0.899398881,-0.152967005,0.139598675,0.701295216
Gene_728640,1.152912604,1.310175355,1.136404746,0.184476762,0.139450005,0.701295216
Gene_105378954,1.829656778,1.960855305,1.071706633,0.099910039,0.139264949,0.701295216
Gene_127602,2.936598933,2.694006443,0.917389982,-0.124392942,0.139206724,0.701295216
Gene_5356,3.241311347,3.090145942,0.953362886,-0.068902631,0.139332627,0.701295216
Gene_9246,2.25933168,2.356605169,1.043054098,0.060813986,0.139850262,0.701295216
Gene_139065,2.236557613,2.117397332,0.946721569,-0.078987904,0.13946954,0.701295216
Gene_5571,2.94438567,2.831755812,0.961747587,-0.056269791,0.139844832,0.701295216
Gene_1755,3.131489128,3.377202277,1.078465273,0.108979722,0.139874337,0.701295216
Gene_166752,1.475527186,1.267938514,0.859312201,-0.218745715,0.139758014,0.701295216
Gene_7107,2.858146672,2.935608837,1.027102236,0.038579792,0.139759762,0.701295216
Gene_23528,2.852076418,2.935028235,1.029084711,0.041361745,0.139371298,0.701295216
Gene_80119,1.111849566,0.942727481,0.847891216,-0.238048914,0.139307474,0.701295216
Gene_1230,1.439729398,1.625288868,1.128884963,0.174898478,0.139672627,0.701295216
Gene_53343,2.811439759,2.889094467,1.027620975,0.039308243,0.139400823,0.701295216
Gene_51735,3.565941876,3.458592458,0.969895915,-0.044098163,0.139610408,0.701295216
Gene_7102,3.847955637,3.690904792,0.9591859,-0.060117643,0.140449027,0.701425766
Gene_1616,2.552530133,2.684202243,1.051584938,0.072565384,0.140555606,0.701425766
Gene_54661,2.516545444,2.369860848,0.941711922,-0.0866423,0.140562149,0.701425766
Gene_100033427,2.190641602,2.021475858,0.922777992,-0.115944499,0.140234695,0.701425766
Gene_8824,2.769085083,2.670055989,0.964237612,-0.052539389,0.140685163,0.701425766
Gene_55228,2.430344769,2.295894857,0.944678667,-0.082104416,0.140698071,0.701425766
Gene_10713,2.906489515,2.946962064,1.013924891,0.019950785,0.140643165,0.701425766
Gene_22986,2.632767177,2.514097167,0.954925749,-0.066539536,0.140497516,0.701425766
Gene_7248,3.645107998,3.574896616,0.980738189,-0.028060039,0.140154877,0.701425766
Gene_11160,3.347314156,3.275584473,0.978570974,-0.031251605,0.140384666,0.701425766
Gene_116349,1.34132523,1.240946868,0.925164785,-0.112217742,0.140577581,0.701425766
Gene_83937,2.906270549,2.798653809,0.962970846,-0.054435974,0.140018789,0.701425766
Gene_284933,1.165757609,1.390551049,1.192830343,0.254388863,0.140197049,0.701425766
Gene_8848,3.227388563,3.323086841,1.029651923,0.042156713,0.140682778,0.701425766
Gene_389075,1.220223149,0.846039782,0.693348412,-0.528347598,0.140470576,0.701425766
Gene_130951,1.330141445,1.183167236,0.889504827,-0.168925661,0.140427076,0.701425766
Gene_11068,2.299972027,2.145777741,0.93295819,-0.100115665,0.140063121,0.701425766
Gene_51647,2.627043273,2.717786461,1.034541947,0.048992142,0.140163161,0.701425766
Gene_9353,3.171153,2.991291244,0.943281905,-0.084239102,0.140173097,0.701425766
Gene_105373311,1.018063028,1.141906266,1.121645945,0.165617351,0.140443412,0.701425766
Gene_9064,2.205578534,2.417588771,1.096124547,0.132411734,0.140819175,0.701463981
Gene_55607,3.52462711,3.446703665,0.977891719,-0.032253369,0.140820443,0.701463981
Gene_55847,2.406160534,2.21073788,0.91878237,-0.12220492,0.140807156,0.701463981
Gene_56106,2.717176682,2.845893678,1.047371596,0.066773386,0.141181323,0.701514292
Gene_57460,2.832497537,2.722917026,0.961313113,-0.056921681,0.141212923,0.701514292
Gene_89941,2.792472025,2.69972072,0.966785234,-0.048732657,0.141181872,0.701514292
Gene_51559,2.626954907,2.48823006,0.947191767,-0.078271554,0.141073076,0.701514292
Gene_23314,2.956043359,3.059478206,1.034990978,0.049618191,0.141173187,0.701514292
Gene_64895,2.965221301,3.039182123,1.024942766,0.035543351,0.1409781,0.701514292
Gene_340543,2.897446386,2.822355143,0.974083647,-0.037882429,0.141113736,0.701514292
Gene_91653,2.644661471,2.855106681,1.079573591,0.110461591,0.140940353,0.701514292
Gene_100130015,2.063602621,1.954406431,0.947084682,-0.078434668,0.141010827,0.701514292
Gene_284306,2.404194524,2.493345317,1.037081356,0.052529074,0.141031683,0.701514292
Gene_727856,1.418535901,1.242323675,0.875778805,-0.19136156,0.141425793,0.7021915
Gene_51380,3.00541633,2.90609881,0.966953823,-0.0484811,0.14142299,0.7021915
Gene_92483,1.835655655,1.962614982,1.069162932,0.096481725,0.141476587,0.702253644
Gene_6727,3.744434654,3.843546203,1.026469029,0.037690099,0.141692401,0.702384334
Gene_9329,2.67697241,2.631640452,0.98306596,-0.024639876,0.141694343,0.702384334
Gene_10352,2.202759104,2.119593389,0.962244752,-0.055524197,0.141663845,0.702384334
Gene_57650,2.224199395,2.017406159,0.907025765,-0.140784562,0.141657755,0.702384334
Gene_100381270,3.021633645,3.116467968,1.031385116,0.044583131,0.141577556,0.702384334
Gene_90321,2.850744243,2.958539572,1.037813048,0.05354658,0.14180762,0.70275597
Gene_3174,1.599447215,1.394407481,0.871805877,-0.197921166,0.141894798,0.702998099
Gene_378805,1.100825766,1.277897917,1.160853931,0.215186451,0.141972748,0.703194392
Gene_60675,0.837869948,1.172477033,1.399354441,0.484761427,0.142123889,0.703236361
Gene_5961,1.656020679,1.521266837,0.918627923,-0.122447458,0.142475566,0.703236361
Gene_8303,2.274179095,2.411690542,1.060466411,0.084698925,0.142517867,0.703236361
Gene_8880,3.363937677,3.441324141,1.023004726,0.03281281,0.142363771,0.703236361
Gene_95,2.233740119,2.156456757,0.965401812,-0.050798561,0.142427303,0.703236361
Gene_3491,2.199142143,2.540440383,1.15519608,0.208137752,0.142322433,0.703236361
Gene_8875,1.262094505,1.639005824,1.298639537,0.377001038,0.142129639,0.703236361
Gene_123169,2.658299739,2.605498042,0.980137042,-0.028944615,0.142149239,0.703236361
Gene_286042,2.009039537,1.774368834,0.88319259,-0.179200026,0.142355514,0.703236361
Gene_25834,2.117326111,1.881350154,0.888550018,-0.170475105,0.142503046,0.703236361
Gene_401577,1.008136943,1.252845616,1.242733564,0.313517023,0.142389815,0.703236361
Gene_4898,3.740421127,3.68431518,0.985000099,-0.021804226,0.142071544,0.703236361
Gene_6175,3.660331737,3.777525114,1.032017146,0.045466941,0.142318006,0.703236361
Gene_7146,2.499140442,2.689900924,1.076330437,0.106121058,0.142415837,0.703236361
Gene_55282,1.575797483,1.331280583,0.844829743,-0.243267468,0.142797183,0.703989509
Gene_5346,2.076598835,1.927265588,0.92808758,-0.107667141,0.142912298,0.703989509
Gene_25771,2.813190429,2.855916838,1.015187884,0.021746756,0.142804056,0.703989509
Gene_54977,2.840927601,2.925106517,1.029630785,0.042127095,0.142770952,0.703989509
Gene_160518,3.388371029,3.311395224,0.977282357,-0.033152649,0.142895435,0.703989509
Gene_11344,1.898226927,2.014497794,1.061252353,0.085767753,0.142867233,0.703989509
Gene_100288380,1.88026172,1.633987481,0.869021298,-0.202536559,0.142947934,0.703989509
Gene_1630,3.334599725,3.190333655,0.956736616,-0.063806282,0.142977483,0.703989509
Gene_29085,2.434635845,2.558172879,1.050741483,0.071407763,0.143235376,0.70431676
Gene_1508,3.128024888,3.229994137,1.032598606,0.046279555,0.143302348,0.70431676
Gene_100533467,3.292531592,3.247943642,0.986457852,-0.019670684,0.14310692,0.70431676
Gene_100174949,3.365469524,3.229465725,0.959588462,-0.059512284,0.143195766,0.70431676
Gene_101929770,1.223078743,1.137592406,0.930105614,-0.10453355,0.143386464,0.70431676
Gene_23360,3.274181788,3.2032539,0.978337217,-0.03159627,0.143364208,0.70431676
Gene_137970,2.551067908,2.390790492,0.937172423,-0.093613593,0.143389464,0.70431676
Gene_23208,3.723950335,3.635152882,0.976155038,-0.034817792,0.143345086,0.70431676
Gene_107986193,1.720653375,1.564341102,0.90915528,-0.137401372,0.143244925,0.70431676
Gene_80856,3.061687002,2.964835575,0.968366646,-0.046374706,0.143480892,0.704481459
Gene_55239,2.943665848,2.871399029,0.97545006,-0.035860081,0.143499794,0.704481459
Gene_548596,3.532124117,3.292819556,0.932249108,-0.101212584,0.14378593,0.705508606
Gene_57466,3.062481412,3.129281537,1.021812418,0.031130374,0.14377404,0.705508606
Gene_55364,2.885095464,2.720965889,0.943111215,-0.084500186,0.143853595,0.705651885
Gene_100132247,4.924068593,4.765683652,0.967834538,-0.047167671,0.143997109,0.705789731
Gene_90317,2.687489896,2.766199267,1.029287318,0.041645756,0.143964073,0.705789731
Gene_151473,1.819851246,1.709392689,0.939303524,-0.090336672,0.143920819,0.705789731
Gene_10121,3.375203811,3.291193408,0.975109532,-0.036363812,0.144073654,0.705976298
Gene_23007,2.724358544,2.589328044,0.950435856,-0.073338831,0.144135646,0.706091474
Gene_150244,1.453414925,1.28710724,0.885574531,-0.175314365,0.144282678,0.706187528
Gene_8809,1.667829422,1.97695504,1.185346064,0.245308318,0.144309225,0.706187528
Gene_51547,2.107544534,2.211522686,1.049336159,0.069476925,0.144261299,0.706187528
Gene_4888,1.94959839,1.806421474,0.926560816,-0.110042423,0.144231917,0.706187528
Gene_6789,2.800790665,2.879028749,1.027934285,0.039748037,0.14443232,0.70622477
Gene_55763,3.386100953,3.255210747,0.96134486,-0.056874038,0.144429222,0.70622477
Gene_414189,3.273831207,3.188645115,0.973979693,-0.038036401,0.144417076,0.70622477
Gene_107080644,2.273971628,2.348752163,1.03288543,0.046680236,0.144677851,0.706860149
Gene_100526835,2.417530176,2.302928723,0.952595648,-0.070064138,0.144637239,0.706860149
Gene_100507086,1.517903312,1.351836605,0.890594673,-0.167159112,0.144644447,0.706860149
Gene_10285,2.327016871,2.433544669,1.045778696,0.064577586,0.144939681,0.706972565
Gene_164668,1.075594448,0.799704895,0.743500393,-0.42759459,0.144971917,0.706972565
Gene_83759,2.677971173,2.716275721,1.01430357,0.020489499,0.14504768,0.706972565
Gene_6920,2.007174916,2.141747383,1.06704571,0.093621979,0.145032016,0.706972565
Gene_4978,2.834600093,2.64750619,0.933996367,-0.098511156,0.144850625,0.706972565
Gene_6788,2.622828506,2.724685935,1.038834956,0.054966465,0.144942511,0.706972565
Gene_2113,2.36670633,2.517931811,1.06389702,0.089358511,0.14502554,0.706972565
Gene_1159,3.598084689,3.352932472,0.931865912,-0.101805717,0.145025005,0.706972565
Gene_57763,2.545060493,2.427785275,0.95392046,-0.068059119,0.14486473,0.706972565
Gene_110599583,2.565172933,2.422636579,0.944434018,-0.082478088,0.145158409,0.707324347
Gene_7753,2.082224386,2.16384319,1.039197891,0.055470407,0.145211298,0.707394178
Gene_8612,2.592553288,2.717999174,1.048387004,0.068171375,0.145316751,0.707719968
Gene_92270,2.072972839,1.982348359,0.956282843,-0.064490703,0.145469092,0.708273875
Gene_26511,2.133055267,2.234390326,1.047507001,0.066959886,0.14564007,0.708918208
Gene_7561,3.044251469,3.153453706,1.035871622,0.050845217,0.145719371,0.708968304
Gene_114803,3.245962665,3.144604125,0.968773966,-0.045767999,0.14572765,0.708968304
Gene_6940,2.785831709,2.881457241,1.034325667,0.048690503,0.145770824,0.708975497
Gene_112840933,1.254236428,1.166667136,0.930181192,-0.104416325,0.145806418,0.708975497
Gene_727851,4.245010477,4.309959487,1.015300082,0.021906194,0.146410948,0.709117312
Gene_22876,3.636369377,3.491900892,0.960271229,-0.058486141,0.146492675,0.709117312
Gene_9023,1.700483162,2.004729245,1.178917434,0.237462682,0.146114103,0.709117312
Gene_27197,1.420152831,1.526529425,1.074905033,0.104209204,0.146109019,0.709117312
Gene_55041,3.125025001,3.015126671,0.964832816,-0.051649118,0.146310127,0.709117312
Gene_440193,2.298009461,2.496679882,1.086453265,0.119626117,0.14644481,0.709117312
Gene_117283,1.97414669,2.145794495,1.086947848,0.120282721,0.146292022,0.709117312
Gene_4670,3.509273713,3.57007196,1.017325023,0.024780676,0.14648614,0.709117312
Gene_161742,3.467684935,3.582365834,1.033071314,0.046939849,0.145909301,0.709117312
Gene_10687,2.867067184,2.728629751,0.951714618,-0.071399064,0.146132405,0.709117312
Gene_80018,3.224117623,3.14740517,0.976206683,-0.034741467,0.146360814,0.709117312
Gene_64855,2.440245509,2.651556855,1.086594298,0.119813381,0.146219905,0.709117312
Gene_5669,1.843141878,1.65026105,0.895352154,-0.15947287,0.145917635,0.709117312
Gene_8707,2.359939079,2.221500686,0.94133815,-0.08721503,0.146341418,0.709117312
Gene_5717,3.160265403,3.123093972,0.988237877,-0.017069743,0.146240737,0.709117312
Gene_105376114,1.969478206,1.846839316,0.937730263,-0.092755102,0.146075765,0.709117312
Gene_9697,1.943592084,2.070067218,1.06507288,0.090952153,0.146459041,0.709117312
Gene_115908,2.139908748,2.253841608,1.053241924,0.074836854,0.146570254,0.709118639
Gene_4494,3.017129276,3.265886117,1.082448188,0.114297971,0.146565847,0.709118639
Gene_105374938,1.721238377,1.633413672,0.948975862,-0.075556704,0.14672455,0.709600041
Gene_284759,1.31834196,1.493297548,1.132708806,0.179777025,0.146747114,0.709600041
Gene_100534593,2.988974442,2.911464861,0.974068169,-0.037905354,0.146922672,0.709620366
Gene_8140,3.286464879,3.588736126,1.091974586,0.12693928,0.146944717,0.709620366
Gene_967,3.472121647,3.595441625,1.035517182,0.050351492,0.146833573,0.709620366
Gene_8834,1.800268674,1.877540167,1.0429222,0.06063154,0.146873681,0.709620366
Gene_64374,3.04956904,2.994137959,0.981823306,-0.026464681,0.146928044,0.709620366
Gene_7620,2.998256858,3.067644163,1.023142548,0.033007161,0.147039942,0.709893362
Gene_692106,1.061178005,1.229625989,1.158736784,0.212552884,0.147116665,0.709992527
Gene_285613,2.373943759,2.178673263,0.917744262,-0.123835906,0.147137882,0.709992527
Gene_8572,1.842812467,2.066234438,1.121239668,0.165094691,0.147181125,0.710014441
Gene_100129917,0.825964478,1.045671409,1.26600046,0.340277929,0.147310989,0.7104541
Gene_100129518,1.204253877,1.072470037,0.890568059,-0.167202226,0.147353778,0.710473697
Gene_105371493,1.496746935,1.584939175,1.058922613,0.08259716,0.147456941,0.710597594
Gene_6401,1.041069762,1.503640099,1.444322133,0.530392548,0.147444467,0.710597594
Gene_286102,2.125671386,2.047644472,0.96329305,-0.053953338,0.147808358,0.7108473
Gene_56923,2.035571459,1.847470785,0.907593185,-0.139882318,0.147818732,0.7108473
Gene_126299,1.944319332,2.050330123,1.054523344,0.076591032,0.147691732,0.7108473
Gene_4969,2.074387297,1.905327482,0.918501325,-0.122646292,0.147779376,0.7108473
Gene_4223,1.385992799,1.189205457,0.858017053,-0.220921773,0.147644808,0.7108473
Gene_100505385,3.036726928,2.948529255,0.970956337,-0.042521674,0.147776504,0.7108473
Gene_51070,2.409857472,2.489467116,1.033035001,0.046889136,0.14781811,0.7108473
Gene_26052,4.095521288,3.998431863,0.976293756,-0.03461279,0.14764188,0.7108473
Gene_79018,2.126766493,2.248878586,1.057416784,0.080544131,0.148401238,0.711394231
Gene_92162,1.029967617,0.86046663,0.835430761,-0.25940783,0.148112687,0.711394231
Gene_100287205,2.714122901,2.474635581,0.911762536,-0.133269964,0.148039206,0.711394231
Gene_1993,3.187086588,2.958746116,0.928354481,-0.107252308,0.148475336,0.711394231
Gene_81559,1.291865399,1.462495163,1.132080141,0.178976091,0.148337841,0.711394231
Gene_136647,2.389706021,2.451968489,1.026054447,0.037107288,0.148465235,0.711394231
Gene_9839,4.333136168,4.218401147,0.973521483,-0.03871528,0.148108517,0.711394231
Gene_107986532,1.501179605,1.583578041,1.054889125,0.077091372,0.148140642,0.711394231
Gene_51478,2.735493321,2.885410517,1.054804446,0.076975557,0.148326648,0.711394231
Gene_2260,3.306674204,3.439923762,1.040297154,0.056995683,0.148422083,0.711394231
Gene_3918,0.962203168,1.202439699,1.249673394,0.321551091,0.148324469,0.711394231
Gene_8634,2.706080793,2.591434276,0.957633742,-0.062454108,0.148437374,0.711394231
Gene_84271,2.814973254,2.92019508,1.037379334,0.052943535,0.148270158,0.711394231
Gene_5979,3.029881787,2.640147703,0.871369871,-0.198642864,0.148173288,0.711394231
Gene_58528,2.63551787,2.715501338,1.030348293,0.0431321,0.14872049,0.712294605
Gene_57643,2.567916821,2.514428155,0.979170406,-0.03036814,0.148740904,0.712294605
Gene_4438,1.612516507,1.768165243,1.096525359,0.132939178,0.148840274,0.712584466
Gene_347731,2.663371547,2.535607496,0.952029205,-0.070922264,0.148898827,0.71262984
Gene_1399,2.98138472,3.0575846,1.025558553,0.036409863,0.149071959,0.71262984
Gene_26792,1.277344202,1.389228858,1.087591626,0.121136949,0.149067342,0.71262984
Gene_7789,2.597010855,2.540971092,0.978421437,-0.031472082,0.148975127,0.71262984
Gene_51504,2.413297585,2.537358347,1.051407155,0.072321457,0.149082815,0.71262984
Gene_55135,2.235434096,2.331722443,1.043073668,0.060841054,0.148945536,0.71262984
Gene_105180391,2.435860648,2.281815015,0.936759259,-0.094249763,0.149164166,0.712832973
Gene_9589,2.892043939,3.001775237,1.037942473,0.053726485,0.149331154,0.712888199
Gene_28821,1.516428628,1.731972228,1.142138968,0.191738199,0.149295597,0.712888199
Gene_2847,2.326071657,1.978779949,0.850696041,-0.233284355,0.14923259,0.712888199
Gene_3020,3.073542818,3.149385824,1.024676086,0.035167926,0.149271844,0.712888199
Gene_340591,2.128873512,2.173576459,1.020998405,0.029980612,0.149515742,0.713212639
Gene_223,3.158707419,3.088268292,0.977700015,-0.03253622,0.14943864,0.713212639
Gene_85236,2.729976584,2.836912714,1.03917108,0.055433186,0.1495098,0.713212639
Gene_170261,2.656010207,2.416097613,0.90967181,-0.136581949,0.149611805,0.71348536
Gene_1489,1.011039853,1.244654212,1.231063452,0.299905123,0.149656408,0.713512596
Gene_4973,2.42469399,2.793894292,1.152266761,0.204474754,0.149808455,0.713799085
Gene_444882,1.43859306,1.260939845,0.876509056,-0.190159097,0.149872129,0.713799085
Gene_5051,2.188080407,2.12317227,0.970335579,-0.043444322,0.149856686,0.713799085
Gene_195828,1.483882999,1.620883646,1.092325774,0.127403188,0.149773289,0.713799085
Gene_56731,1.843535691,1.964696719,1.065722095,0.09183128,0.149955263,0.713824406
Gene_373509,1.616238219,1.438134751,0.889803703,-0.168440993,0.149954554,0.713824406
Gene_1659,3.041380418,3.003418195,0.987518094,-0.018120912,0.150021113,0.713952616
Gene_57156,2.974074639,2.823440624,0.949350964,-0.074986562,0.15021486,0.71446351
Gene_6132,3.439022912,3.541041596,1.02966502,0.042175063,0.150245297,0.71446351
Gene_53635,3.106809225,3.230498305,1.039812255,0.056323063,0.15023499,0.71446351
Gene_126669,1.897802378,2.054469838,1.082552041,0.114436381,0.150305336,0.714563798
Gene_105369755,1.491527017,1.58448647,1.062325021,0.087225229,0.150594717,0.715291536
Gene_26780,1.964224431,2.087600765,1.062811729,0.087886055,0.150614368,0.715291536
Gene_439996,1.004557506,1.178466661,1.173120159,0.230350792,0.150562669,0.715291536
Gene_147804,2.263659375,2.365533858,1.045004334,0.063508926,0.150569888,0.715291536
Gene_84214,1.435647654,1.20604665,0.840071481,-0.251416005,0.150696796,0.715497778
Gene_79890,2.036066901,2.220686223,1.090674487,0.125220592,0.150827806,0.715749336
Gene_2135,2.527506084,2.349686916,0.929646394,-0.105246027,0.15081151,0.715749336
Gene_88745,2.514889397,2.460041346,0.978190671,-0.03181239,0.150929041,0.716044525
Gene_1795,3.740859739,3.629253369,0.970165583,-0.043697095,0.151164349,0.716092829
Gene_9831,2.654890343,2.706142902,1.019304963,0.027585752,0.151164125,0.716092829
Gene_152,1.206830474,1.480342159,1.226636376,0.29470764,0.151024899,0.716092829
Gene_27166,2.984787759,3.07899293,1.031561765,0.044830206,0.151103925,0.716092829
Gene_25809,2.305465377,2.234525617,0.969229744,-0.045089416,0.151058471,0.716092829
Gene_4929,2.326657039,2.519683679,1.082963082,0.114984063,0.151173418,0.716092829
Gene_64577,1.865369315,1.638330849,0.878287659,-0.187234563,0.151285693,0.716113135
Gene_645961,1.717144026,1.477860599,0.860650345,-0.216500859,0.151489975,0.716113135
Gene_4194,3.253024814,3.180543089,0.977718668,-0.032508695,0.151430066,0.716113135
Gene_158931,2.90257165,2.783294114,0.958906256,-0.060538312,0.151356311,0.716113135
Gene_5092,2.567702592,2.669098151,1.039488825,0.055874249,0.151351567,0.716113135
Gene_5256,3.442317743,3.368457621,0.978543491,-0.031292123,0.151481508,0.716113135
Gene_65250,3.632248347,3.552067312,0.977925233,-0.032203926,0.151403386,0.716113135
Gene_10472,2.621627066,2.693755656,1.02751291,0.039156521,0.151387686,0.716113135
Gene_64145,2.98408308,2.917797844,0.977787068,-0.03240777,0.151575568,0.71614869
Gene_1380,1.346471753,1.060966974,0.787960811,-0.343804216,0.151570192,0.71614869
Gene_51545,0.969483414,1.166107204,1.202812949,0.266412304,0.151638297,0.716150443
Gene_164832,3.00791296,2.88123474,0.957885011,-0.062075616,0.15165401,0.716150443
Gene_25782,3.682906566,3.617027228,0.982112134,-0.026040339,0.151713136,0.716245288
Gene_54660,2.635399476,2.453383189,0.930934081,-0.10324908,0.151784967,0.716400052
Gene_9886,2.559340693,2.434935097,0.951391545,-0.07188889,0.151852952,0.716536591
Gene_389856,2.237249157,2.118230912,0.946801524,-0.078866066,0.151979469,0.716638201
