Gene,Mean_Control,Mean_Disease,FoldChange,log2FoldChange,p_value,adj_p_value
Gene_10274,3.19608844,3.2370422,1.012813713,0.018368843,0.566355923,0.925935937
Gene_107986827,2.962916408,2.902927877,0.979753553,-0.029509196,0.56661925,0.925935937
Gene_4547,2.169849899,2.110928634,0.972845465,-0.039717441,0.565379921,0.925935937
Gene_57693,2.691757447,2.736637601,1.016673179,0.023855984,0.563538054,0.925935937
Gene_84461,2.930545942,2.862017281,0.976615736,-0.034137071,0.566678123,0.925935937
Gene_10083,2.908149118,2.788508377,0.958860177,-0.060607642,0.564141743,0.925935937
Gene_29990,2.860718113,2.80386944,0.980127831,-0.028958173,0.564045546,0.925935937
Gene_78992,1.984274661,2.01739186,1.016689826,0.023879606,0.565941231,0.925935937
Gene_167838,1.553058054,1.438543734,0.926265268,-0.110502677,0.56584357,0.925935937
Gene_57380,2.671588485,2.638232397,0.987514511,-0.018126147,0.564179537,0.925935937
Gene_414062,1.483751494,1.691379767,1.139934669,0.188951144,0.564049819,0.925935937
Gene_55862,2.989691042,2.938549337,0.982893983,-0.024892282,0.565672406,0.925935937
Gene_11174,2.23018081,2.290164178,1.02689619,0.038290346,0.566289325,0.925935937
Gene_3638,2.805470253,2.771808208,0.988001282,-0.01741518,0.563440071,0.925935937
Gene_23351,2.609343781,2.654097417,1.017151299,0.024534293,0.565276386,0.925935937
Gene_90417,2.262819615,2.300458845,1.016633774,0.023800065,0.563338193,0.925935937
Gene_55652,2.572077899,2.518330257,0.979103416,-0.030466845,0.566081809,0.925935937
Gene_3257,3.026065176,3.061969048,1.011864871,0.017016639,0.566029653,0.925935937
Gene_272,3.336463068,3.296525381,0.988029933,-0.017373345,0.565901346,0.925935937
Gene_9156,1.275369931,1.335375929,1.047049876,0.066330167,0.56453555,0.925935937
Gene_439,2.62793662,2.672103674,1.016806743,0.024045502,0.564342091,0.925935937
Gene_100861513,2.300514087,2.363132314,1.027219232,0.038744119,0.565278397,0.925935937
Gene_54981,2.211175783,2.180556206,0.986152355,-0.020117543,0.566735781,0.925935937
Gene_652966,1.629607642,1.703842652,1.045553917,0.06426746,0.56523788,0.925935937
Gene_10137,2.949458218,2.970475258,1.007125729,0.0102438,0.566150169,0.925935937
Gene_23452,2.31812599,2.261915972,0.975751958,-0.035413643,0.566553745,0.925935937
Gene_8629,2.280306517,2.20752856,0.968084134,-0.046795661,0.56495213,0.925935937
Gene_25791,1.688574155,1.828572256,1.082909063,0.114912098,0.563965709,0.925935937
Gene_9927,3.837131294,3.798302554,0.989880789,-0.014673302,0.566884742,0.926046194
Gene_3754,1.008473881,1.187175501,1.177200048,0.235359507,0.566904219,0.926046194
Gene_10408,1.067227873,1.011492892,0.947775932,-0.07738207,0.567132926,0.926089956
Gene_2690,2.53430411,2.480282728,0.978683939,-0.031085071,0.567096097,0.926089956
Gene_100287896,2.232589164,2.181255351,0.977007049,-0.033559124,0.567041811,0.926089956
Gene_79968,1.946271047,1.980945957,1.017816074,0.025476881,0.567079654,0.926089956
Gene_2300,1.224225053,1.07731501,0.879997519,-0.184428638,0.567245522,0.92619138
Gene_113402,2.743280062,2.778320487,1.012773186,0.018311113,0.56730195,0.926201083
Gene_101927253,1.607161743,1.500397225,0.933569525,-0.099170628,0.571481076,0.926242142
Gene_57685,3.13894502,3.191668105,1.016796435,0.024030877,0.571412065,0.926242142
Gene_55031,3.667986907,3.626102108,0.988580985,-0.016568938,0.567710352,0.926242142
Gene_126070,3.117909286,3.14668235,1.00922832,0.013252595,0.568936472,0.926242142
Gene_100874260,1.391299289,1.433750233,1.030511727,0.043360922,0.568121,0.926242142
Gene_90625,1.690739059,1.607657469,0.950860785,-0.072693962,0.567576871,0.926242142
Gene_84435,1.930557351,1.831506818,0.948693297,-0.075986341,0.569809185,0.926242142
Gene_84335,1.911391399,1.963279917,1.027146987,0.03864265,0.57148233,0.926242142
Gene_23024,2.320090401,2.391078477,1.030597116,0.043480461,0.570283627,0.926242142
Gene_440292,1.370907408,1.302736356,0.950273044,-0.073585989,0.568648753,0.926242142
Gene_4255,2.007166283,1.969638517,0.981303111,-0.027229262,0.571022883,0.926242142
Gene_8411,3.401965618,3.350139024,0.984765691,-0.022147595,0.57090706,0.926242142
Gene_10424,2.218116432,2.239903781,1.009822455,0.014101664,0.568384066,0.926242142
Gene_55063,2.523837841,2.485249724,0.98471054,-0.022228394,0.570287608,0.926242142
Gene_112268271,1.131569457,1.035733766,0.915307284,-0.127671934,0.569668234,0.926242142
Gene_54680,2.625918288,2.653405282,1.010467574,0.015023026,0.570003592,0.926242142
Gene_50808,2.98641523,3.012915065,1.008873459,0.012745232,0.567712211,0.926242142
Gene_6878,2.601918007,2.659022428,1.021947049,0.031320446,0.569917905,0.926242142
Gene_105375434,0.999103568,0.940635737,0.94147971,-0.086998092,0.56973124,0.926242142
Gene_91409,1.432057528,1.537204367,1.073423614,0.102219531,0.568960972,0.926242142
Gene_3382,2.936511058,2.879156384,0.980468429,-0.028456918,0.568371152,0.926242142
Gene_83941,2.799965084,2.746446345,0.980885926,-0.027842729,0.571029672,0.926242142
Gene_401149,2.990572889,2.911514646,0.973564181,-0.038652004,0.568615056,0.926242142
Gene_150084,1.574373191,1.645566664,1.045220201,0.063806914,0.568822067,0.926242142
Gene_4204,2.909022767,2.956094482,1.016181281,0.023157793,0.567887153,0.926242142
Gene_8502,4.198244785,4.261960563,1.015176766,0.021730956,0.568461485,0.926242142
Gene_133015,2.858972004,2.815911402,0.984938432,-0.02189455,0.570790828,0.926242142
Gene_55617,2.766022057,2.71247287,0.980640361,-0.028203953,0.569006839,0.926242142
Gene_358,3.057447247,3.125967033,1.022410783,0.031974957,0.571253962,0.926242142
Gene_284001,2.429714226,2.383654976,0.981043347,-0.027611213,0.570773271,0.926242142
Gene_705,1.850287784,1.890730128,1.021857327,0.031193779,0.571074719,0.926242142
Gene_6160,3.623868977,3.692445635,1.018923603,0.027045885,0.570162504,0.926242142
Gene_143684,2.560386887,2.60658597,1.01804379,0.025799618,0.568778534,0.926242142
Gene_768222,1.087947721,0.998535318,0.917815534,-0.123723871,0.570772845,0.926242142
Gene_607,2.798574169,2.748546774,0.98212397,-0.026022952,0.568188422,0.926242142
Gene_5634,1.946402804,2.008874974,1.032096219,0.045577474,0.568168961,0.926242142
Gene_23036,3.776306548,3.817899238,1.011014119,0.015803145,0.569444602,0.926242142
Gene_79717,2.412040928,2.355267138,0.976462344,-0.034363686,0.569140926,0.926242142
Gene_400927,1.912085445,1.940740206,1.01498613,0.021460013,0.56956864,0.926242142
Gene_7260,2.507737057,2.486384366,0.991485275,-0.012336748,0.568066196,0.926242142
Gene_100033803,2.436913214,2.333706763,0.957648697,-0.062431579,0.570175454,0.926242142
Gene_79650,2.814843173,2.855681792,1.014508311,0.020780684,0.571536054,0.926242142
Gene_635,1.366254223,1.300584851,0.951934735,-0.07106543,0.570472721,0.926242142
Gene_321,3.673226566,3.621829924,0.986007767,-0.020329084,0.570360384,0.926242142
Gene_6642,3.508129753,3.484348992,0.993221242,-0.009812978,0.567431842,0.926242142
Gene_51602,2.952855949,3.001886168,1.016604338,0.023758292,0.571436965,0.926242142
Gene_4122,3.60138721,3.542098259,0.983537191,-0.023948489,0.570050605,0.926242142
Gene_9185,3.348389305,3.372280809,1.007135223,0.0102574,0.571197354,0.926242142
Gene_55616,2.812499731,2.871441074,1.020956924,0.029921998,0.569636531,0.926242142
Gene_4868,1.015070121,1.123983973,1.107296875,0.147042072,0.570416972,0.926242142
Gene_5129,3.768287904,3.692379235,0.979855926,-0.029358457,0.569645266,0.926242142
Gene_65244,2.717735071,2.687627884,0.988921957,-0.016071423,0.570057858,0.926242142
Gene_100302197,1.03230399,1.096535149,1.062221167,0.087084183,0.570218792,0.926242142
Gene_8175,2.397595726,2.449577116,1.021680632,0.030944293,0.570968962,0.926242142
Gene_91368,1.782936412,1.731765122,0.971299431,-0.042011979,0.571139149,0.926242142
Gene_79728,2.991511124,2.960037437,0.989479001,-0.015259005,0.571172097,0.926242142
Gene_693153,1.041796998,1.098493372,1.05442171,0.07645198,0.568588926,0.926242142
Gene_57552,2.894078699,2.853653692,0.986031822,-0.020293888,0.569001993,0.926242142
Gene_2010,2.695463195,2.739797183,1.016447632,0.023535889,0.569171925,0.926242142
Gene_11211,1.091532173,1.233751157,1.130292984,0.176696783,0.570350643,0.926242142
Gene_91749,2.249329808,2.278356357,1.012904532,0.018498204,0.569791912,0.926242142
Gene_100033437,1.992342119,1.912658737,0.960005171,-0.058885918,0.57125196,0.926242142
Gene_340529,2.245067141,2.167260693,0.965343376,-0.05088589,0.569725419,0.926242142
Gene_100507002,1.292605845,1.226704976,0.949017042,-0.0754941,0.570019404,0.926242142
Gene_375341,2.098385359,2.129468174,1.01481273,0.021213522,0.570692747,0.926242142
Gene_85439,2.90229454,2.959009149,1.0195413,0.027920218,0.570479692,0.926242142
Gene_79174,2.185858696,2.151525734,0.984293147,-0.022840045,0.568746692,0.926242142
Gene_6144,4.14606212,4.204116441,1.01400228,0.020060896,0.569542913,0.926242142
Gene_26098,3.224285865,3.25518439,1.00958306,0.013759608,0.569381121,0.926242142
Gene_1901,2.679369638,2.734044174,1.020405746,0.029142928,0.571219393,0.926242142
Gene_1057,1.685834204,1.773783912,1.052169844,0.073367607,0.567878598,0.926242142
Gene_9671,1.766982083,1.871629946,1.059224066,0.083007806,0.571568041,0.926242142
Gene_984,3.214567789,3.256334251,1.01299287,0.01862402,0.571426138,0.926242142
Gene_100527964,1.043239688,1.100271537,1.054668021,0.076788952,0.56834329,0.926242142
Gene_256309,1.839853025,1.774236651,0.964336078,-0.052392071,0.56946796,0.926242142
Gene_55679,2.318703174,2.247653944,0.969358204,-0.044898216,0.571451587,0.926242142
Gene_8445,2.054916784,2.01584703,0.980987185,-0.027693805,0.568227113,0.926242142
Gene_23286,3.187535236,3.237062489,1.01553779,0.022243926,0.571078493,0.926242142
Gene_56995,3.560234069,3.524456037,0.989950652,-0.014571485,0.569712738,0.926242142
Gene_23150,3.405456384,3.356422153,0.985601275,-0.020923973,0.567914032,0.926242142
Gene_54435,1.38816589,1.314708662,0.947083249,-0.07843685,0.569524867,0.926242142
Gene_79661,2.621693705,2.571168299,0.980727953,-0.028075097,0.571070294,0.926242142
Gene_5361,2.953431545,3.040017773,1.029317161,0.041687585,0.56991198,0.926242142
Gene_158399,3.817691942,3.76574857,0.986394038,-0.019764015,0.570465259,0.926242142
Gene_102724159,2.465257933,2.519252125,1.021902046,0.031256914,0.571721053,0.926408271
Gene_55,1.37690478,1.460200645,1.060495008,0.084737829,0.571778945,0.926420253
Gene_54753,2.668993349,2.718171641,1.018425783,0.026340848,0.571847415,0.92644937
Gene_7732,1.970456007,1.887763693,0.95803392,-0.061851358,0.57194372,0.926501952
Gene_7249,3.654607358,3.588213041,0.981832709,-0.026450866,0.57199814,0.926501952
Gene_51032,1.728376474,1.66152924,0.961323685,-0.056905816,0.572031375,0.926501952
Gene_4709,2.848183821,2.771426628,0.973050478,-0.039413447,0.572088035,0.926511925
Gene_23644,3.00727776,3.055392907,1.015999569,0.022899789,0.572286537,0.926669798
Gene_10818,3.065289317,3.026132647,0.987225784,-0.018548021,0.572266073,0.926669798
Gene_51119,3.565731464,3.525641404,0.988756848,-0.016312313,0.572424267,0.926811015
Gene_140825,1.029251817,1.072609173,1.042125119,0.0595285,0.572701431,0.927177943
Gene_410,2.496486257,2.434647124,0.975229532,-0.036186281,0.573016687,0.927524628
Gene_9095,1.860039232,1.922940279,1.033817054,0.047980907,0.572985567,0.927524628
Gene_196264,1.113542145,1.195579807,1.073672704,0.102554273,0.573146546,0.92765298
Gene_79649,2.262480427,2.304107645,1.018398929,0.026302808,0.573284313,0.927794108
Gene_100132111,1.063565012,1.010123409,0.949752387,-0.074376663,0.573459123,0.927807573
Gene_54896,2.070145259,2.026718438,0.979022332,-0.030586327,0.573377671,0.927807573
Gene_23786,3.176256499,3.193587533,1.005456434,0.007850572,0.573479386,0.927807573
Gene_440356,0.992638792,0.942632118,0.949622486,-0.074573998,0.573494924,0.927807573
Gene_4863,3.471540303,3.43462621,0.989366653,-0.015422821,0.573613271,0.92791721
Gene_81875,2.424070558,2.458989935,1.014405264,0.020634138,0.573836752,0.92800447
Gene_60492,2.892657851,2.951364017,1.020294888,0.028986183,0.573920131,0.92800447
Gene_5446,2.253360842,2.169973752,0.962994347,-0.054400766,0.573829225,0.92800447
Gene_25840,3.205716343,3.242816597,1.011573156,0.016600658,0.573906739,0.92800447
Gene_51053,2.339323576,2.401320768,1.026502188,0.037736702,0.573759313,0.92800447
Gene_26298,1.593011393,1.660586682,1.04241984,0.059936448,0.574044411,0.928123624
Gene_4051,2.07494853,1.92641182,0.928414268,-0.107159401,0.574137104,0.92815302
Gene_94101,2.374078966,2.334751952,0.983434834,-0.024098638,0.574163775,0.92815302
Gene_107987299,1.185391039,1.243585893,1.049093381,0.0691431,0.574385714,0.928253012
Gene_102724416,1.410653992,1.337101611,0.947859374,-0.07725506,0.574428019,0.928253012
Gene_7265,3.277238169,3.236329504,0.987517335,-0.018122021,0.574427145,0.928253012
Gene_3845,2.567710308,2.542251165,0.990084885,-0.014375875,0.57427964,0.928253012
Gene_84968,2.397062007,2.304351604,0.961323319,-0.056906365,0.57472387,0.928403991
Gene_9784,3.232455201,3.212428265,0.99380442,-0.008966137,0.574677046,0.928403991
Gene_375759,0.980729677,1.044417922,1.064939653,0.090771679,0.574670863,0.928403991
Gene_9310,2.772018384,2.800212772,1.010171068,0.014599628,0.574694427,0.928403991
Gene_80055,3.197020186,3.157457174,0.987625035,-0.017964687,0.574967845,0.928520891
Gene_79583,2.06149639,2.021654596,0.980673362,-0.028155404,0.574966231,0.928520891
Gene_4808,1.119505488,1.011655125,0.903662498,-0.146144043,0.574858316,0.928520891
Gene_147372,1.088597652,1.32035909,1.212899079,0.278459514,0.574998683,0.928520891
Gene_2256,2.055940421,2.115435605,1.028938185,0.041156313,0.575073133,0.928559382
Gene_116931,3.086333409,3.056440474,0.990314418,-0.014041451,0.575190233,0.928666726
Gene_8940,2.415458066,2.472540011,1.023631934,0.03369706,0.575292189,0.928737488
Gene_9852,3.045972112,3.005193892,0.986612412,-0.019444658,0.575335307,0.928737488
Gene_29969,2.038236233,2.085879297,1.023374653,0.033334406,0.575823497,0.929397669
Gene_100534611,1.616022314,1.561428788,0.966217343,-0.049580346,0.575845596,0.929397669
Gene_135138,1.909151335,1.851663427,0.969888239,-0.04410958,0.575913511,0.929425517
Gene_2965,2.880443891,2.835763179,0.984488255,-0.0225541,0.575974777,0.929442629
Gene_57559,2.620923867,2.670282835,1.01883266,0.026917113,0.576748524,0.929463556
Gene_81889,2.049508926,2.005818715,0.978682596,-0.031087051,0.577225797,0.929463556
Gene_114781,2.939354457,2.905731101,0.988560973,-0.016598143,0.578079121,0.929463556
Gene_51016,2.100663359,2.077581547,0.989012131,-0.015939877,0.576642316,0.929463556
Gene_63926,2.035325321,1.978328725,0.971996322,-0.04097724,0.57738553,0.929463556
Gene_4924,3.019328277,3.088177174,1.02280272,0.032527903,0.577526472,0.929463556
Gene_93145,3.098461902,3.177594285,1.025539247,0.036382704,0.579128851,0.929463556
Gene_11343,2.940797633,3.039753443,1.033649309,0.047746799,0.576926174,0.929463556
Gene_25871,2.938418109,2.891635301,0.984078914,-0.023154084,0.577418285,0.929463556
Gene_51506,3.260497798,3.2325311,0.991422568,-0.012427995,0.578687004,0.929463556
Gene_51373,2.248525419,2.204207497,0.980290229,-0.028719153,0.577663241,0.929463556
Gene_9564,2.446070474,2.508974225,1.025716246,0.03663168,0.578548442,0.929463556
Gene_84787,1.936851873,1.834106854,0.946952568,-0.078635931,0.578477496,0.929463556
Gene_255928,3.205635733,3.146333347,0.981500585,-0.026938968,0.576996182,0.929463556
Gene_10529,3.764818605,3.795457267,1.008138151,0.011693353,0.576914931,0.929463556
Gene_26119,3.039149872,2.980819053,0.980806863,-0.02795902,0.578807791,0.929463556
Gene_27068,2.760370272,2.705074056,0.979967827,-0.02919371,0.576224511,0.929463556
Gene_146059,3.003158937,2.959873221,0.985586605,-0.020945446,0.578339939,0.929463556
Gene_55687,3.073051239,3.094678081,1.00703758,0.010117521,0.578682078,0.929463556
Gene_5993,3.051243522,3.016560355,0.988633104,-0.016492879,0.57709657,0.929463556
Gene_55011,2.629531116,2.608179494,0.991880065,-0.01176241,0.578902859,0.929463556
Gene_9271,1.744533867,1.678247647,0.962003478,-0.055885986,0.5767531,0.929463556
Gene_100130950,1.440208554,1.468326153,1.019523283,0.027894723,0.577949695,0.929463556
Gene_56124,2.807226092,2.764300721,0.984708973,-0.022230691,0.576982743,0.929463556
Gene_3188,2.765173145,2.742286627,0.991723297,-0.011990448,0.578122513,0.929463556
Gene_9342,2.752868372,2.775327338,1.008158387,0.011722312,0.579117436,0.929463556
Gene_84626,2.186624906,2.100152461,0.960453919,-0.058211697,0.578724696,0.929463556
Gene_79680,1.574806101,1.620238431,1.028849476,0.041031926,0.578032401,0.929463556
Gene_9612,3.45327238,3.516351261,1.018266408,0.026115061,0.578946573,0.929463556
Gene_7432,1.098661298,1.254287527,1.141650779,0.19112141,0.57888152,0.929463556
Gene_7594,3.756301181,3.702013897,0.985547675,-0.021002432,0.578556768,0.929463556
Gene_107986998,1.9166221,1.875435954,0.978511076,-0.031339914,0.577803265,0.929463556
Gene_59274,1.192776588,1.245211295,1.043960208,0.062066722,0.577826323,0.929463556
Gene_94239,2.820615992,2.843723,1.008192185,0.011770676,0.577511696,0.929463556
Gene_84188,3.365615968,3.313661828,0.98456326,-0.02244419,0.576111991,0.929463556
Gene_286006,1.53343829,1.656088811,1.079983995,0.111009932,0.576787332,0.929463556
Gene_26508,2.069499898,1.980175744,0.956837807,-0.0636537,0.576474292,0.929463556
Gene_27429,2.854823352,2.873481996,1.006535831,0.009398531,0.576656042,0.929463556
Gene_283576,2.27811222,2.174539979,0.954535935,-0.067128583,0.578290751,0.929463556
Gene_440423,2.817255442,2.857417939,1.014255895,0.020421687,0.578943466,0.929463556
Gene_199704,3.001762784,3.025652345,1.007958511,0.011436256,0.577167978,0.929463556
Gene_442454,2.192447766,2.235730449,1.019741717,0.028203788,0.57876741,0.929463556
Gene_81928,2.058175488,1.976611446,0.960370706,-0.058336697,0.578388681,0.929463556
Gene_642968,1.379067143,1.476565968,1.070699114,0.098553113,0.57751791,0.929463556
Gene_79973,2.781976392,2.851307762,1.024921624,0.035513591,0.577944949,0.929463556
Gene_4891,3.635720806,3.608926342,0.99263022,-0.010671718,0.579038987,0.929463556
Gene_376267,2.525733661,2.464389968,0.975712525,-0.035471947,0.578728116,0.929463556
Gene_23081,3.225616883,3.247978163,1.006932404,0.009966838,0.578506739,0.929463556
Gene_414245,1.998920159,2.041652715,1.02137782,0.030516636,0.576847856,0.929463556
Gene_55684,3.141107013,3.193493887,1.016677838,0.023862594,0.576364352,0.929463556
Gene_728464,1.773728643,1.721258483,0.970418158,-0.043321549,0.576445593,0.929463556
Gene_112609,2.600909128,2.522383169,0.969808265,-0.044228546,0.577757556,0.929463556
Gene_107986694,2.47673816,2.432756334,0.982242036,-0.025849529,0.578231466,0.929463556
Gene_2531,2.797506263,2.819661205,1.007919532,0.011380466,0.576352521,0.929463556
Gene_256356,2.982156496,2.925933175,0.981146757,-0.027459148,0.57761985,0.929463556
Gene_9650,2.507780964,2.536096451,1.011291053,0.016198269,0.577007064,0.929463556
Gene_89845,2.593965992,2.528438586,0.974738525,-0.036912829,0.579054796,0.929463556
Gene_107986136,1.741398815,1.78766801,1.026570131,0.03783219,0.576305639,0.929463556
Gene_284325,1.811144721,1.873069537,1.034190982,0.04850263,0.576102482,0.929463556
Gene_114004397,2.558637853,2.527956368,0.988008664,-0.017404401,0.578405611,0.929463556
Gene_107984747,1.087891326,1.121224888,1.030640526,0.043541227,0.576446516,0.929463556
Gene_1981,3.914067395,3.964731699,1.012944157,0.018554642,0.578625098,0.929463556
Gene_203190,3.118006843,3.037811307,0.974279872,-0.037591834,0.579394814,0.929809067
Gene_947,2.422097135,2.539498896,1.04847112,0.068287123,0.579564985,0.930000806
Gene_7165,2.702768626,2.725245313,1.008316171,0.011948086,0.579634847,0.930031564
Gene_55222,1.794161162,1.855097431,1.033963654,0.048185473,0.579852159,0.930136199
Gene_26953,2.749891841,2.690687179,0.978470185,-0.031400203,0.579826044,0.930136199
Gene_652968,1.703829785,1.642128299,0.963786591,-0.053214366,0.579842834,0.930136199
Gene_5901,3.180106402,3.149954764,0.99051867,-0.013743926,0.580015927,0.930197563
Gene_6536,3.084660469,3.144947999,1.0195443,0.027924463,0.580093226,0.930197563
Gene_50865,2.247394113,2.215611482,0.985858007,-0.020548224,0.579958718,0.930197563
Gene_8548,2.715664446,2.668318158,0.982565487,-0.025374531,0.58008085,0.930197563
Gene_196740,2.101552333,2.052039261,0.976439763,-0.034397049,0.580371218,0.930561997
Gene_401399,1.006737855,0.8854887,0.879562336,-0.185142267,0.580463937,0.930629326
Gene_3551,3.028980617,3.070580241,1.013733869,0.019678958,0.580570181,0.930718328
Gene_54552,2.913458303,2.886930723,0.990894814,-0.013196175,0.580720911,0.930797295
Gene_106633800,1.505904789,1.597038599,1.060517644,0.084768623,0.580697365,0.930797295
Gene_9377,2.901032401,2.854173603,0.983847544,-0.02349332,0.58132296,0.930887898
Gene_63933,2.74608733,2.774204274,1.010238911,0.014696516,0.581159425,0.930887898
Gene_3590,2.839789027,2.805783596,0.988025367,-0.017380012,0.58098042,0.930887898
Gene_23272,3.480512018,3.518012848,1.010774515,0.015461195,0.581307646,0.930887898
Gene_84861,2.55478987,2.520749773,0.98667597,-0.019351722,0.580981981,0.930887898
Gene_84942,2.639283256,2.616655095,0.991426399,-0.01242242,0.581000422,0.930887898
Gene_101243545,3.07558999,3.114803389,1.012749878,0.018277912,0.581323911,0.930887898
Gene_55341,2.872436858,2.845212444,0.990522189,-0.013738801,0.580938401,0.930887898
Gene_11162,2.223270221,2.289964742,1.029998387,0.042642078,0.581335585,0.930887898
Gene_27148,2.854870026,2.801821452,0.981418218,-0.027060043,0.581286574,0.930887898
Gene_10501,2.560404637,2.668711969,1.042300865,0.059771779,0.581184237,0.930887898
Gene_79899,2.356126506,2.315433424,0.982728821,-0.025134728,0.581507815,0.930983959
Gene_342667,2.159194801,2.220253081,1.028278264,0.040230727,0.581547813,0.930983959
Gene_29906,2.085616828,2.016326957,0.966777277,-0.048744531,0.581479298,0.930983959
Gene_284114,1.060776791,1.126287389,1.061757194,0.086453884,0.582678134,0.931002824
Gene_8073,3.464889804,3.500468467,1.010268339,0.014738541,0.58186778,0.931002824
Gene_54629,2.920811826,2.944541448,1.008124324,0.011673567,0.58344214,0.931002824
Gene_6745,3.150256417,3.120633832,0.99059677,-0.013630178,0.583402482,0.931002824
Gene_8089,2.134992594,2.050370917,0.960364417,-0.058346145,0.583420438,0.931002824
Gene_84268,2.794903312,2.770023498,0.991098148,-0.01290016,0.582199312,0.931002824
Gene_202243,2.343424202,2.304323698,0.983314799,-0.02427474,0.583000556,0.931002824
Gene_90594,3.358963237,3.382576498,1.007029925,0.010106556,0.583004299,0.931002824
Gene_11171,3.277391612,3.247185156,0.990783385,-0.013358419,0.582902722,0.931002824
Gene_643136,2.567612583,2.593285972,1.009998934,0.01435377,0.582818991,0.931002824
Gene_2155,1.215875766,1.167363528,0.960100991,-0.058741927,0.583237653,0.931002824
Gene_1841,1.914891236,1.945943064,1.016215974,0.023207048,0.583422669,0.931002824
Gene_509,3.603124559,3.541207068,0.982815612,-0.02500732,0.583140001,0.931002824
Gene_6900,3.847397063,3.780581844,0.982633656,-0.025274441,0.58318895,0.931002824
Gene_7498,1.459241742,1.362646684,0.933804622,-0.098807365,0.582161221,0.931002824
Gene_51750,2.633244675,2.572391414,0.976890388,-0.033731401,0.582348111,0.931002824
Gene_84307,3.181176191,3.20547095,1.007637037,0.010976056,0.583589473,0.931002824
Gene_79149,1.842097676,1.819744753,0.987865506,-0.017613457,0.582527538,0.931002824
Gene_760,3.871767451,3.927536606,1.014404056,0.020632419,0.583277594,0.931002824
Gene_9585,2.357573331,2.287552255,0.970299513,-0.043497946,0.583483828,0.931002824
Gene_84276,2.102465879,2.057616182,0.97866805,-0.031108493,0.583577827,0.931002824
Gene_3798,4.248219001,4.3239911,1.017836204,0.025505413,0.583355133,0.931002824
Gene_9586,3.1999728,3.164285464,0.988847613,-0.016179885,0.583574149,0.931002824
Gene_23365,4.026699441,4.060455628,1.008383091,0.012043832,0.582207392,0.931002824
Gene_54499,3.480819439,3.435050972,0.986851238,-0.019095472,0.582075351,0.931002824
Gene_341359,2.105413485,1.926499121,0.915021745,-0.128122066,0.581700501,0.931002824
Gene_115024,2.626208214,2.601471718,0.990580908,-0.013653279,0.582628997,0.931002824
Gene_6749,3.048318633,3.085865287,1.012317169,0.017661371,0.582654408,0.931002824
Gene_26609,1.135141112,1.04292728,0.918764433,-0.122233086,0.582423876,0.931002824
Gene_152687,3.696755434,3.738269698,1.011229919,0.016111054,0.581955224,0.931002824
Gene_11107,3.096728111,3.033624921,0.979622625,-0.029702001,0.582959937,0.931002824
Gene_102724135,2.059514767,1.992870794,0.967640934,-0.047456294,0.58260422,0.931002824
Gene_4281,2.736387488,2.776055541,1.014496504,0.020763894,0.581912055,0.931002824
Gene_28966,2.50297333,2.468897515,0.986385866,-0.019775968,0.582613861,0.931002824
Gene_107986373,1.221467456,1.178067754,0.964469211,-0.052192911,0.582233163,0.931002824
Gene_100132618,2.171788356,2.127168201,0.979454649,-0.029949402,0.582063802,0.931002824
Gene_645811,1.57645978,1.640546542,1.040652329,0.05748816,0.583178842,0.931002824
Gene_83439,2.218609668,2.283578776,1.029283703,0.04164069,0.583371562,0.931002824
Gene_51118,2.828577767,2.798236039,0.98927315,-0.015559173,0.583027779,0.931002824
Gene_4538,3.554598871,3.604516064,1.014042989,0.020118815,0.583165956,0.931002824
Gene_55293,2.450572519,2.412565557,0.984490579,-0.022550695,0.583804487,0.93124268
Gene_167555,1.857915141,1.894863798,1.019887161,0.028409543,0.584020121,0.93124268
Gene_9368,2.753742151,2.803566861,1.018093455,0.025869999,0.584056529,0.93124268
Gene_25824,3.251867963,3.207021185,0.986208918,-0.020034796,0.584145904,0.93124268
Gene_8872,3.050109237,3.007113959,0.985903692,-0.020481371,0.584125198,0.93124268
Gene_161394,1.743089773,1.804672389,1.035329572,0.050090088,0.583976101,0.93124268
Gene_84274,3.116468427,3.088715267,0.991094676,-0.012905214,0.584137968,0.93124268
Gene_6445,1.423279464,1.330683475,0.934941808,-0.097051523,0.584141206,0.93124268
Gene_79738,2.439013899,2.476526579,1.015380265,0.022020125,0.584255154,0.931286549
Gene_10123,1.97443264,1.920401069,0.972634381,-0.040030505,0.584483818,0.931286549
Gene_6299,3.493707341,3.54470737,1.014597682,0.02090777,0.584461744,0.931286549
Gene_7075,2.342687265,2.435643638,1.039679378,0.056138691,0.584528759,0.931286549
Gene_389125,1.560867774,1.485091494,0.951452467,-0.071796511,0.584398314,0.931286549
Gene_25953,2.795840512,2.846885386,1.018257434,0.026102348,0.584371534,0.931286549
Gene_26058,3.85459346,3.841943193,0.996718132,-0.004742521,0.584393275,0.931286549
Gene_79962,1.258608711,1.188057799,0.943945317,-0.083224808,0.584687367,0.931392062
Gene_10813,3.040468678,3.012710508,0.990870431,-0.013231677,0.58474729,0.931392062
Gene_107984138,2.995649762,2.953785468,0.98602497,-0.020303913,0.584742981,0.931392062
Gene_2804,3.780321705,3.749492847,0.991844912,-0.011813542,0.584835569,0.931451805
Gene_83988,2.406187593,2.327317323,0.967221895,-0.048081192,0.585031303,0.931520941
Gene_51200,1.071947687,0.98195741,0.916049749,-0.126502144,0.584953156,0.931520941
