GeneId,GSM5213623,GSM5213624,GSM5213625,GSM5213626,GSM5213627,GSM5213628,GSM5213629,GSM5213630,GSM5213631,GSM5213632,GSM5213633,GSM5213634
Gene_84919,2.2984695,2.283316919,2.43203578,2.41626288,2.579323155,2.295359051,2.429539537,2.381472579,2.380553168,2.147459339,2.123248925,2.33671919
Gene_5287,1.814865979,1.964238957,2.094577202,2.07045716,1.953785985,1.696431023,1.697432306,1.880826703,2.052419343,2.108498485,1.737437851,1.826331571
Gene_4194,2.740333062,2.404349346,2.416431952,2.38855559,2.409473264,2.555388881,2.28554436,2.348137355,2.722244282,2.581403043,2.3269348,2.461157598
Gene_105371692,1.756257348,1.863292651,1.849667412,1.482736322,1.918622001,1.777583569,1.547876194,0.807029864,1.074532252,0.9825778,1.200345819,1.667040366
Gene_10446,2.499508891,2.502925824,2.395142562,2.456929398,2.559446241,2.697489579,2.257962364,2.514944203,2.30060954,1.939857521,2.599598133,2.53663795
Gene_23114,3.137016356,3.219676849,3.335636063,3.287760959,3.194884696,3.130052749,3.260542735,3.357578792,3.304376047,3.271932729,3.0917216,3.175150603
Gene_6900,2.943504972,2.820009943,3.002912901,2.964534439,2.743048942,2.916515589,2.868813158,2.950242581,3.028584095,3.075085233,2.838723734,2.818203196
Gene_388730,1.921305579,2.105027714,1.840558763,1.885622264,2.008143043,1.896396916,2.06863192,2.056485788,1.994976927,2.152750456,2.30246468,1.888356511
Gene_5929,2.2984695,2.182803304,2.384751071,2.297103779,2.044865483,2.295359051,2.346400516,2.450944514,2.530957787,2.341656436,2.535060847,2.434600447
Gene_25778,3.19050645,3.156413459,3.209240654,3.237881579,3.282160697,3.252819178,3.200964346,3.205800634,3.413323841,3.303900929,3.080210628,3.08165919
Gene_9911,2.825203441,2.876952674,2.662586265,2.721179541,2.586126845,2.501888044,2.571839867,2.354121666,2.97128126,2.840723854,2.640634848,2.550488276
Gene_55220,2.179025188,2.105027714,2.218641792,2.110557466,2.237587116,2.402087501,2.11499678,1.93477181,2.269110888,2.581403043,2.396414502,2.383818498
Gene_101669762,0.633172626,1.559461564,1.17458532,1.409087494,1.145699371,1.049724973,0,0,1.600203633,0,0,0.268965635
Gene_5129,1.969965491,1.896923178,1.601057712,1.676289144,2.020732041,1.262063519,1.242897836,1.448129199,1.385563964,1.626469089,1.459160957,1.934034054
Gene_284578,1.803759972,1.896923178,1.871636735,1.610864942,1.321779633,1.754188784,1.648799808,1.885222732,2.30060954,1.217278651,2.346323419,2.00580628
Gene_148808,2.727115798,2.79414437,2.611898236,2.737307479,2.501966916,2.7581035,2.751623192,2.776647058,2.699943918,2.774420426,2.655774139,2.797329836
Gene_2005,2.466557527,2.199243269,1.967377889,1.803273359,2.157904043,1.887647111,1.960894132,1.93477181,2.040294849,2.294983018,1.861672783,1.911795531
Gene_64710,3.513896651,3.491322498,3.535483089,3.560388729,3.523284948,3.504409958,3.56223937,3.466287603,3.791064743,3.694445189,3.499160826,3.615202984
Gene_8934,2.316110885,2.463069846,2.495539417,2.482068004,2.388706313,2.486581809,2.525699564,2.501397233,2.538831225,2.548853489,2.501902074,2.5598246
Gene_254428,2.053464319,2.279980811,2.27630548,2.094296526,2.224850374,1.913384796,2.078309347,2.068122492,2.148558843,2.246937311,1.721747754,1.89788445
Gene_284581,2.464105356,2.296410842,1.022981546,0,2.323822988,1.864968813,1.994081936,2.368731327,0.942795402,0.647648122,1.865514503,2.37917634
Gene_103021295,1.929803667,2.099988305,2.131432598,2.087617754,1.944026264,1.883205201,2.154884557,2.056485788,2.19830161,2.242682864,1.988010365,1.873660818
Gene_729533,1.486765423,1.234571072,1.17458532,1.482736322,1.078758079,1.314721077,1.190752588,1.524723443,1.218318966,1.399656093,1.280858941,1.215844596
Gene_23380,2.558743815,2.560997785,2.545517578,2.52957854,2.504689765,2.66108522,2.276543603,2.290208521,2.680678154,2.680822043,2.629582634,2.509846365
Gene_9641,1.688486948,1.776493175,1.938973738,1.725456252,0.999584531,1.79433806,1.708784731,1.972139604,1.981110237,1.913303642,1.849939414,1.946850319
Gene_83593,2.677404686,2.792089412,2.659803932,2.667088323,2.605920852,2.739860122,2.536662586,2.405885701,2.892480903,2.80358021,2.470772777,2.483745211
Gene_1939,1.743522991,1.807394418,1.667590942,1.828436921,1.805725534,1.587821363,1.921539544,1.753367054,2.027822121,1.964880955,1.101430302,1.911795531
Gene_8444,2.26866227,1.624694074,1.653661614,1.640118289,1.856877255,1.949339371,1.416164578,1.689660511,1.778300837,1.33558365,1.478233932,1.858450383
Gene_9261,2.309140086,1.950155679,1.960449107,1.968312414,2.22225758,1.945488291,1.938372726,1.829283695,2.345473565,2.18808625,1.620216693,1.983174971
Gene_55432,2.352570108,2.567955534,2.279667401,2.20229454,2.211728781,2.284862964,2.333299252,2.399240782,2.307309481,1.988540786,2.306639983,2.205540749
Gene_5208,2.316110885,2.411829602,2.506601969,2.344301695,2.446698024,2.323790206,2.571071225,2.565264501,2.440770695,2.520483944,2.352598597,2.461157598
Gene_107985251,1.792362487,1.389317548,2.025214205,2.172894826,2.227427781,2.019955213,2.097040349,2.022777302,1.974007246,1.844192722,1.887877403,2.030800125
Gene_1604,2.760678051,2.782719845,3.06616308,2.91887894,2.879208158,2.986272619,2.850203612,2.962860829,2.982661231,2.867903498,3.03681977,3.044295938
Gene_4179,3.072379232,3.050017548,3.252858944,3.204230238,3.254811105,3.245126471,3.150521886,3.275210608,3.009211295,2.891566905,3.231042531,3.122007844
Gene_100128537,1.780657809,2.046090374,1.862981905,1.620836608,1.995178204,1.949339371,1.954577729,1.930851921,2.469159282,1.988540786,2.015940343,2.041086585
Gene_947,1.242674572,1.052501136,0,1.182447696,1.078758079,0.41014317,1.36981524,0.612028812,1.412474127,1.589612615,0.216470635,0.268965635
Gene_5362,2.291207281,2.273230715,1.667590942,2.073943954,2.302736699,2.32540605,1.697432306,1.885222732,2.26546574,2.211674262,1.652618733,2.00580628
Gene_57172,2.371238051,2.440525179,2.61500389,2.660840077,2.46343292,2.47644935,2.580958996,2.604551043,2.82230276,2.807091278,2.517521254,2.409226054
Gene_3914,1.571333657,1.731542261,1.502871986,1.590207291,1.397496828,1.262063519,1.437607279,1.50418234,1.64825181,1.787088033,2.007748318,1.084560083
Gene_50486,2.680403901,2.262904684,1.916380943,2.113737849,1.671646029,1.754188784,2.323887386,2.231304091,2.19830161,1.115593559,1.496504397,2.161626862
Gene_3290,2.352570108,1.195701583,1.559155191,0.882896656,0,0.947248221,0.560993531,1.493535585,0,1.260394793,0,0
Gene_80342,0.633172626,0.921500269,1.079602291,1.182447696,0.601713795,1.079134303,0.916849342,0.977971074,1.218318966,0.896825006,1.029071942,0.268965635
Gene_148304,0.633172626,1.681395856,1.584778572,1.701568112,0.953832172,1.613489845,1.785610524,1.735216708,1.127927369,1.643787103,1.143735728,0.646465467
Gene_27042,2.228273721,2.404349346,2.368682218,2.277992608,2.404373878,2.501888044,2.289975739,2.456848661,2.202553437,2.147459339,2.455314024,2.623657021
Gene_255928,2.809948431,2.895200217,3.03288959,2.948608679,2.68348643,2.829344542,2.910539894,2.891889693,2.914383715,2.78435949,2.976632647,2.906056214
Gene_574036,2.224020343,2.222792158,2.192837934,2.275816286,2.245053636,2.190280818,2.138533922,2.04452868,2.058356976,2.025316943,2.240971976,2.291564733
Gene_56256,2.339663565,2.533865969,2.380789252,2.417838955,2.192665903,2.561050313,2.288503631,2.160825042,2.546564461,2.251150485,2.062090537,2.438689032
Gene_55733,1.317696362,1.333849698,1.052214001,1.154517727,0.698600718,0.984159833,0.695362951,1.150594723,0.407080672,1.054158408,0.46812037,0.646465467
Gene_3756,1.486765423,1.845447532,1.776183384,1.60065893,1.555853674,1.703241181,1.889491006,1.572189641,1.385563964,1.399656093,1.514037166,0.895492141
Gene_55758,2.771716706,2.632013338,2.860237223,2.757920021,2.851408594,2.771011149,2.844912313,2.867529352,2.847935557,2.666559827,2.840753061,2.932516626
Gene_7188,1.768628921,1.362468562,1.129685323,0.584809546,1.51806628,0.947248221,0.916849342,0.68718082,1.218318966,0.789867379,0.216470635,1.426994469
Gene_84791,1.894765584,2.138755468,1.8217475,1.755391187,2.096452052,1.982543571,1.862819086,1.834230533,2.040294849,2.052648268,1.808367347,1.990850526
Gene_107985259,1.037076366,1.303211045,1.129685323,1.154517727,1.040973018,1.049724973,1.010165769,0.977971074,1.293099605,1.399656093,0.742181538,1.141915546
Gene_7779,2.669814761,2.713254204,2.505607846,2.338674941,2.386930063,2.486581809,2.486395593,2.358556399,2.623618687,2.61713186,2.579379548,2.502882015
Gene_9926,3.131762348,3.366773385,3.604966037,3.494969866,3.26624056,3.326942641,3.602119728,3.585557734,3.377793757,3.498696762,3.387431444,3.230453883
Gene_25896,2.28753012,2.426414352,2.553612566,2.430245786,2.336000206,2.48880172,2.513575281,2.485222261,2.372045317,2.018206637,2.169313176,1.971401132
Gene_100131205,2.392049179,2.378441563,2.347722186,2.357154039,2.440449099,2.318906287,2.397479087,2.370165622,2.180865397,2.395981684,2.501902074,2.509846365
Gene_5525,2.371238051,2.518671369,2.372755513,2.560104576,2.252393955,2.323790206,2.307262475,2.389763708,2.726063468,2.741808342,1.884229308,2.023804587
Gene_55248,2.459159082,2.46086732,2.347722186,2.212510413,2.467887245,2.288389921,2.39053977,2.387017548,2.143740999,2.09669322,2.490261637,2.312013247
Gene_29937,3.331911703,3.000686724,3.000690405,3.184492818,3.560997641,3.284250612,3.44650654,3.189179324,3.042260975,2.875935416,2.973362896,3.270806267
Gene_467,2.614354492,2.367629631,0.505465801,1.409087494,0.300799229,1.605101129,1.405032685,0.751226522,0.942795402,1.8946539,0.216470635,0.553029658
Gene_55509,1.571333657,1.10565571,1.362167178,0,1.886035067,0.617261109,0.84123219,1.308147808,1.127927369,0,1.620216693,1.367339031
Gene_25936,2.835780864,2.882842295,2.736376575,2.709281508,2.685281034,2.747859846,2.691269066,2.695359513,2.445632872,2.709475755,2.856264551,2.698360681
Gene_128387,2.280081054,2.588183972,2.418869335,2.411500044,2.157904043,2.664792264,2.619779355,2.428999212,2.418191025,2.294983018,2.423700015,2.633295439
Gene_642946,1.317696362,1.896923178,1.348093893,1.409087494,1.040973018,1.049724973,1.976294547,1.614975377,2.027822121,1.822243423,2.054731417,2.129672376
Gene_28982,2.847125998,2.900849072,3.08726943,3.010691401,2.963798475,3.093945525,2.94178009,2.969035082,2.963280886,2.812880708,3.027964537,3.02008856
Gene_79805,2.078074522,1.10565571,1.17458532,1.482736322,1.230014435,1.346583448,1.317921773,0.405933287,1.412474127,1.810838256,1.522545073,1.114183964
Gene_90806,2.443972997,2.318416186,2.230053124,2.448215763,2.08590196,2.220057186,2.346400516,2.28501341,2.261789737,2.211674262,2.509781877,2.297237763
Gene_26750,2.35573769,2.576498839,2.660501188,2.597036794,2.42114402,2.552530246,2.674014373,2.57341127,2.663455874,2.58530542,2.559723067,2.7463381
Gene_5629,1.716876193,1.541498555,1.438193111,1.375734063,1.278316254,0.756919703,1.242897836,1.126180534,1.293099605,2.003626964,0.46812037,1.19257238
Gene_56950,2.072051475,2.312241891,2.212821681,1.985676998,2.024848566,1.933725817,2.20947444,2.079455516,1.974007246,2.238386326,2.097124308,2.530093402
Gene_107985263,1.962224762,2.068458403,1.977568104,1.783395157,1.886035067,1.805159074,1.854887681,1.829283695,1.895747184,2.183210919,1.935972622,2.153855946
Gene_5784,1.903793662,1.75459903,1.631892345,1.300194133,0.953832172,0.617261109,1.131480937,1.48262125,1.218318966,1.66044094,1.658818828,1.588125177
Gene_1063,1.35084801,1.414602874,1.079602291,1.762563279,0.300799229,1.541351187,1.344643134,1.410659577,1.632818943,0,0.46812037,1.141915546
Gene_51133,2.473832043,2.873550965,2.573639225,2.458364824,2.596136608,2.653574833,2.433781601,2.635942426,2.484900888,2.234046858,2.681645265,2.736201087
Gene_7399,1.486765423,1.10565571,0.991638532,1.058002505,1.078758079,1.242989764,0.560993531,0.612028812,1.356875578,0.789867379,1.335998156,1.440710475
Gene_2104,2.609103123,2.057418379,2.420082916,2.30533496,2.448246307,2.408794411,2.605802814,2.673129213,2.354512664,2.401948142,2.579379548,2.369740458
Gene_55105,2.374272826,2.339360103,2.472531273,2.648067258,2.355566235,2.487693183,2.435887195,2.433972674,2.636269987,2.542469224,1.935972622,2.639319443
Gene_128153,1.15192999,1.195701583,1.608974029,1.521590783,1.590614794,1.049724973,1.086934665,1.598363402,0.407080672,0.647648122,0.360273219,1.258951975
Gene_51018,2.433545671,2.336429246,2.62191146,2.562366209,2.64299207,2.556337593,2.670357215,2.679497351,2.600551385,2.583358615,2.583792045,2.52567493
Gene_7042,1.929803667,2.003939891,1.362167178,1.182447696,1.731940657,1.2803347,1.258975322,1.50418234,1.484446974,2.36806928,1.200345819,1.440710475
Gene_103611157,1.780657809,1.896923178,1.333549246,1.020393276,1.361286262,1.10667779,0.916849342,0.900857182,1.437813703,1.33558365,1.16343713,1.334127484
Gene_643723,1.242674572,1.609281343,0.505465801,1.468971972,1.040973018,0.251789441,0,1.150594723,0.407080672,1.299614362,0.872828854,0
Gene_127018,2.754422019,2.962763809,2.746781244,2.751400643,2.55342266,2.835367633,2.88516746,2.827469144,2.326810602,2.571490877,2.634818729,2.984144301
Gene_643136,1.946316683,1.765684057,1.956942816,1.822281394,1.977266811,2.121227559,1.973257843,1.968544231,1.959442954,1.799125478,2.013226801,2.156461732
Gene_55532,2.574283278,2.576498839,2.016094008,2.373138563,2.211728781,2.588300675,2.298705112,2.103922651,2.433373814,2.452250179,2.466959368,2.406312937
Gene_2058,3.044213384,3.069478925,3.165782468,3.132803332,3.11813406,3.210401114,3.256751837,3.23038845,3.198389371,3.254812744,3.254154323,3.067543893
Gene_10380,2.174258258,2.134094641,2.235648285,2.030132582,2.313407806,2.17686683,2.256377436,1.910703526,2.500091819,2.430609536,2.165495977,2.002115348
Gene_55699,2.792986355,2.820974655,2.868946376,2.759355576,2.823013266,2.736117648,2.891834709,2.786091111,2.74223583,2.956510253,2.794660151,2.94155878
Gene_25782,3.358424826,3.224269844,3.286930505,3.299281078,3.221994957,3.300435603,3.265857154,3.309954987,3.450490328,3.368316358,3.297976425,3.273790894
Gene_4139,3.104494362,3.237764382,3.211205468,3.187444375,3.032962526,3.157491934,3.179518055,3.222212008,3.226107104,3.023742506,2.849967737,3.035461368
Gene_54996,2.244882517,2.296410842,2.154372523,1.994105684,1.707117576,2.057397977,2.101599538,1.722680874,2.39708462,1.480912675,2.116863617,2.205540749
Gene_64757,1.946316683,1.880433365,1.92404321,2.178390393,2.321759838,1.864968813,1.842712186,1.989683104,1.412474127,2.09669322,2.288249768,2.219244479
Gene_11221,1.590131849,1.541498555,0.788081017,1.748098661,1.254836509,1.223039675,1.331487936,1.100311702,0.752780102,1.922336538,0.360273219,1.19257238
Gene_9015,1.642087791,1.414602874,1.880122451,2.132346038,1.934042165,1.953156601,1.957747414,1.876385721,1.718126125,1.589612615,1.747591594,1.705385832
Gene_100506161,1.15192999,0.595338377,1.333549246,1.440061093,0.698600718,1.10667779,1.615384116,1.448129199,0,0,1.078624601,1.994638025
Gene_375056,3.002148089,3.274885599,3.125441122,3.134317024,3.247020865,3.215208605,3.244687396,3.232949163,3.103784707,3.169651889,3.202602021,3.071353056
Gene_64853,2.669814761,2.781666193,2.548232707,2.646211514,2.605920852,2.548689226,2.506492056,2.493923815,2.605598564,2.506737918,2.39302198,2.570969645
Gene_148362,2.886049306,2.872696359,2.91974609,2.961395665,2.909094941,2.908165705,2.902006723,2.934522133,2.878431769,3.080708614,3.094890742,2.905593542
Gene_400823,2.211004408,2.279980811,2.218641792,2.147266098,2.136262282,2.026424166,2.219960272,2.101271164,2.510626109,2.345047235,2.057198339,2.140587205
Gene_84976,1.642087791,1.10565571,1.559155191,1.300194133,1.71555057,0.525933866,1.27447881,1.623049004,0.942795402,1.428464231,1.688557249,1.650701127
Gene_55061,2.668280728,2.682556522,2.82114162,2.966762613,2.8604756,2.708309079,2.920632001,2.841237236,2.650075618,2.515950106,2.681060788,2.78037171
Gene_824,2.690740986,2.972389515,2.592782958,2.606309133,2.727080465,2.737368726,2.508273723,2.623337159,2.597153715,2.771899708,2.748128911,2.843493061
Gene_7159,2.501769592,2.589827904,1.797026302,1.640118289,1.567752551,1.771851956,1.208838998,1.459933557,2.269110888,1.569940953,2.350099396,1.963370753
Gene_441124,1.462773898,1.482668997,1.252477143,0.979215691,0.844702364,1.01817852,1.27447881,1.126180534,1.218318966,0.789867379,0.742181538,1.114183964
Gene_100287497,1.962224762,1.817224819,1.776183384,1.926500874,1.918622001,1.945488291,1.878260143,1.839121658,2.046399406,1.922336538,1.891495109,2.171776409
Gene_23219,2.909598654,2.925775954,2.854035203,2.836615122,2.932012648,2.847653693,2.795523032,3.045545947,2.859274401,3.02656453,2.697135961,2.872915961
Gene_8560,2.690740986,2.795168213,2.936301787,2.879963422,2.722173141,3.027560515,2.946990973,3.009302045,2.821286019,2.752513012,2.82002002,2.9424102
Gene_101927164,1.199668084,1.052501136,1.079602291,1.058002505,1.175660395,1.39038128,1.208838998,1.150594723,1.293099605,1.054158408,1.054554628,1.334127484
Gene_4931,1.531104746,1.863292651,1.550266732,1.803273359,1.51806628,2.170001198,1.907586864,1.885222732,1.546170657,1.5493358,1.4074568,1.791646301
Gene_29097,2.872819311,2.823856,2.995245086,2.936864622,2.78558031,2.772165769,2.874588355,2.952496138,2.886390252,2.61713186,2.83668488,2.835407073
Gene_80232,3.065045135,3.044293126,3.120154635,3.058210734,3.018239284,3.159623418,3.109544667,3.205382297,3.285217576,3.332635039,2.997447421,3.211419193
Gene_149111,2.499508891,2.793118106,2.905318476,2.854246594,2.434108946,2.629431322,2.618401769,2.726076353,2.825338778,2.819727664,2.617565375,2.480061251
Gene_102723817,1.410406696,1.863292651,1.871636735,1.959362625,0.902686064,1.860287502,1.803993055,1.999878814,1.526554896,1.480912675,1.658818828,1.367339031
Gene_127602,2.276308053,2.428798225,2.31348018,2.556689889,2.020732041,2.102774773,2.326597368,2.462673618,2.194007745,2.457495949,2.191537538,2.377617861
Gene_3930,2.414672826,2.396737988,2.019155404,2.297103779,1.94893354,2.240141622,2.040850333,1.910703526,2.097791748,1.787088033,2.298248845,2.037684764
Gene_55740,3.177857657,3.192280773,3.175255092,3.152371396,3.200389132,3.258688693,3.12614519,3.175273956,3.357248985,3.396213385,3.144699263,3.210502556
Gene_6726,3.501891473,3.663437607,3.579785385,3.562986898,3.684114526,3.659559434,3.663966559,3.691301719,3.39848961,3.49631912,3.738555485,3.716800522
Gene_2052,2.34616478,2.245129558,1.807084265,1.911618635,2.113485249,2.006720854,1.896820075,1.957575997,1.878248408,2.018206637,2.163574722,1.858450383
Gene_9725,1.999618342,1.461144201,1.559155191,1.482736322,1.662306216,1.466606359,0.916849342,0.977971074,1.821076865,1.721321441,0.942199393,1.01846049
Gene_29920,2.683382545,2.757814577,2.790743722,2.745522324,2.701969796,2.717559959,2.702781615,2.714567689,2.693160977,2.699137768,2.813602059,2.514427984
Gene_163859,2.570450228,2.528230108,2.396424188,2.532004401,2.355566235,2.322168328,2.408803764,2.413727682,2.890749416,2.693117946,2.372090743,2.526783769
Gene_3020,3.105056842,3.081279957,2.998456477,3.004215645,3.054151805,2.976298822,2.955644998,2.93059998,2.778531635,2.987596858,3.063564834,3.081967711
Gene_64746,2.789512968,2.898437126,2.945434689,2.967206879,2.913352759,2.910268275,3.116611852,2.893609174,2.8078471,2.902932033,2.997447421,2.9921823
Gene_286826,1.317696362,1.389317548,1.731233045,1.154517727,1.504702756,0.906905542,1.458040902,1.273789216,1.293099605,1.33558365,1.348754576,1.298164295
Gene_142,3.051268912,3.000049163,3.152971549,3.032625088,3.178515596,3.139558081,3.150521886,3.139525591,3.146736961,3.195189202,3.153458919,3.160214187
Gene_375057,1.410406696,1.333849698,1.052214001,0.584809546,1.446712871,0.947248221,0,0.521093421,1.013639848,0.434785327,1.348754576,0.553029658
Gene_3707,2.784838146,2.849864946,2.31348018,2.138375709,2.434108946,2.369827202,1.951384741,1.792982088,2.459901085,2.61893331,2.355083498,2.060956232
Gene_5664,2.602001039,2.539429629,2.651348354,2.701983016,2.789119805,2.712297894,2.726008033,2.742179387,2.770596897,2.656784646,2.663150371,2.520087864
Gene_56997,2.374272826,2.482405509,2.470377897,2.612382506,2.269053771,2.597016964,2.1687032,2.391130303,2.620397427,2.527197171,2.651412763,2.513287103
Gene_8476,2.782481728,3.035562483,3.119186503,3.141807346,3.095405167,3.092569234,3.201505182,3.074494167,3.203485567,3.316706634,2.986875588,3.139104287
Gene_339500,2.10699708,1.880433365,2.147616872,1.921596574,2.136262282,2.201151091,2.06617849,2.035339726,2.239055311,1.931185381,2.212679754,2.044461966
Gene_116841,2.544675169,2.693032035,2.779766367,2.855396961,2.6165398,2.70225631,2.753649022,2.821432241,2.890749416,2.762960163,2.967656505,2.580859146
Gene_65094,2.368181921,2.286627596,2.420082916,2.508392572,2.142556467,2.382737666,2.424178016,2.277988489,2.61058776,2.544607757,2.608674663,2.401906293
Gene_375,3.703756495,3.681345388,3.641251916,3.608698719,3.633914945,3.642102293,3.65397586,3.661305748,3.918651485,3.918879925,3.719761324,3.599097979
Gene_79169,2.430899246,2.636457338,2.481039571,2.462642852,2.510084779,2.471869023,2.304428714,2.378673318,2.581526419,2.61893331,2.353842825,2.549438408
Gene_128308,3.218228988,3.250135372,3.480485267,3.536278064,3.446851617,3.443513516,3.539597182,3.431662169,3.025414714,3.073194475,3.599391462,3.50047744
Gene_2987,3.421111616,3.430902907,3.493368472,3.510876766,3.574726311,3.439811356,3.498688238,3.475372896,3.175137087,3.281420862,3.801143463,3.636533514
Gene_57165,1.15192999,0.921500269,1.079602291,0.825326344,1.567752551,0.906905542,1.131480937,1.255533718,1.293099605,1.504938268,1.250420517,1.31651804
Gene_200205,1.88554584,1.461144201,1.831254973,1.762563279,1.590614794,1.735776666,1.601263072,1.759252428,1.994976927,1.643787103,1.547112262,1.052766619
Gene_574407,1.625450327,1.845447532,1.849667412,0.758941099,1.953785985,1.223039675,0.88068445,1.524723443,1.600203633,1.299614362,1.280858941,1.6749851
Gene_84033,2.020600603,1.653969686,2.124307491,1.890947519,2.145669678,2.083503018,1.834401322,1.747400827,1.959442954,2.380696758,1.988010365,2.121302378
Gene_81559,1.912637881,2.028524313,2.242998104,2.237045759,2.082327531,1.896396916,2.09243279,2.003224878,2.097791748,2.259456161,1.909144953,2.148596996
Gene_92815,1.86649754,1.639578516,1.694176958,1.468971972,1.838394128,1.689512372,1.941662461,1.808912851,0,0,2.173097117,1.873660818
Gene_149603,3.08078202,3.252282372,3.328212964,3.331922412,3.273234177,3.2402484,3.419334561,3.281051334,3.241849213,3.228238982,3.343033239,3.34563427
Gene_58480,2.716244504,2.252327143,1.541192549,1.693304207,2.407780113,2.013388443,1.785610524,1.770789179,2.261789737,2.427827031,1.817006216,2.009466108
Gene_105373159,1.88554584,1.576711014,1.389015344,0.680544797,0.844702364,0.947248221,1.242897836,1.423512014,0.752780102,0.434785327,1.217686877,0.268965635
Gene_5867,2.902487753,3.074882814,3.370416714,3.217156964,3.27737692,3.302990511,3.32161958,3.40115968,3.212676056,3.272332234,3.323893338,3.296016067
Gene_126731,2.728455773,2.827668295,2.853141925,2.873950853,2.62071573,2.827318138,2.720589548,2.599513676,3.044093074,2.790457846,2.718578878,2.615608769
Gene_58,2.01371854,1.559461564,2.190788039,2.164518845,1.798886224,2.102774773,1.608380985,1.668571824,1.821076865,0.9825778,1.873097472,1.760463137
Gene_55746,2.499508891,2.245129558,2.52220603,2.507113559,2.589489132,2.382737666,2.483581675,2.657157856,2.544644023,2.63998725,2.663150371,2.781605211
Gene_23456,2.464105356,2.283316919,2.363191041,2.097597786,2.329954275,2.247922345,2.23355881,2.098603389,2.440770695,1.854764923,2.443347793,2.35023045
Gene_27097,1.929803667,1.854461742,1.826527253,1.945582328,1.995178204,1.869600201,2.053699028,1.910703526,2.103143972,2.192907458,1.688557249,1.809335115
Gene_9816,1.608150018,1.807394418,1.812027224,1.649447327,2.092963753,1.993070491,1.944927464,2.056485788,1.56493859,1.980796515,2.259888335,1.853259507
Gene_2590,2.800984499,2.630521841,2.676236675,2.618372115,2.713868995,2.708976431,2.563309047,2.719720338,2.785219328,2.943935244,2.657629975,2.706490093
Gene_79605,2.438790628,2.710777331,2.790743722,2.75067019,2.601599489,2.655087337,2.678242494,2.603715529,2.809941888,2.87989635,2.514098546,2.364944507
Gene_22796,1.946316683,1.731542261,2.364570358,2.181112317,2.08944721,2.213846155,2.130121813,2.172266953,2.279866285,2.255323178,1.710963653,2.030800125
Gene_183,2.907831815,2.846243394,2.145341432,1.901406051,2.564205666,2.362485339,1.988233381,2.065242417,2.254343049,2.404900912,2.971568965,2.236868376
Gene_10753,0.965797912,1.461144201,0.788081017,0,0.902686064,0.41014317,1.539684137,0,1.293099605,1.643787103,1.234362024,1.114183964
Gene_84886,2.564636463,2.394170934,1.737112929,1.725456252,1.968026259,2.010067444,1.862819086,1.765059111,2.452825572,2.538160304,2.288249768,2.002115348
Gene_79573,2.400671743,1.928135584,2.167576509,2.275816286,2.145669678,2.126358914,2.195087491,2.204888067,2.097791748,1.527704127,2.644469434,2.249632278
Gene_64801,2.838904499,2.790024685,2.898525382,2.808108478,2.698509271,2.786902999,2.848582375,2.832930208,2.556041297,2.571490877,2.963403291,2.861282368
Gene_375061,2.29485357,1.942938994,1.980912392,1.959362625,1.476674994,0.906905542,1.928351309,2.248694167,1.506011068,0.896825006,1.990885591,1.920828043
Gene_440730,2.123469026,1.765684057,1.531924717,1.76961885,1.430919215,1.39038128,1.685775145,1.893883508,1.66315503,2.072074065,1.562750787,1.46690758
Gene_128061,2.21538654,2.356541646,2.019155404,2.006449713,2.024848566,2.183625611,2.087775823,2.139437823,2.286891365,2.010977979,2.00498294,2.398943493
Gene_8443,2.449094254,2.537582984,2.525070388,2.61036747,2.414513468,2.511450342,2.387028084,2.549446317,2.064214523,2.12562567,2.564338783,2.371327411
Gene_149371,2.118047498,2.364884061,2.286314161,2.378338619,2.329954275,2.393900049,2.584702836,2.499275061,2.1673129,1.844192722,2.383843517,2.403380148
Gene_83932,1.856650644,1.653969686,2.040001415,2.126231471,1.891638868,2.133944026,2.261114971,2.14186686,1.959442954,2.163143142,1.182283444,1.975361317
Gene_54583,2.994239929,3.071648556,2.861554782,2.844932294,2.78841421,2.938289844,2.861779994,3.051253343,2.850798142,2.755148454,2.791496859,2.92283753
Gene_100303453,1.814865979,1.93560036,1.639270679,1.776561626,1.928962703,1.81571701,1.967119983,1.926896329,1.127927369,2.090668029,1.825476588,1.537172091
Gene_7257,2.896168748,2.864928264,2.974448242,2.84669401,2.912292212,2.93750256,3.023655154,3.008644169,2.855527584,2.837475409,3.008594166,3.011830847
Gene_27185,1.846575296,1.971112958,0.239076468,1.208689481,1.762974301,1.729461645,0.84123219,1.150594723,1.437813703,1.939857521,0.688146339,0.84532147
Gene_57568,2.880428585,2.971708995,2.988422863,3.191172123,2.928957812,2.92794212,3.235288913,3.007655483,3.133548035,2.973525129,2.81789122,3.054928189
Gene_54627,1.876126115,1.503177156,1.904627946,1.684879999,1.791937483,1.675335363,2.099325927,2.006545358,1.766914481,1.761963463,1.496504397,1.383038528
Gene_107985361,0.423005877,1.153008223,1.286742296,1.454757062,1.579334095,1.242989764,1.393607935,1.572189641,0,0.9825778,1.322855677,1.279000543
Gene_84284,3.081376043,3.151489334,3.210813216,3.206795398,3.26222694,3.185531446,3.272333492,3.259055152,3.004563861,3.061673728,3.184084543,3.198406806
Gene_80003,2.781298707,2.902449627,2.835345384,2.783060841,2.835229589,2.742954402,2.738219818,2.758292886,2.963280886,3.01154002,2.692603447,2.705757311
