GeneId,GSM5213623,GSM5213624,GSM5213625,GSM5213626,GSM5213627,GSM5213628,GSM5213629,GSM5213630,GSM5213631,GSM5213632,GSM5213633,GSM5213634
Gene_653635,1.912637881,1.863292651,2.02219537,1.977081487,1.856877255,1.805159074,1.904027511,1.942507018,2.269110888,2.291176096,2.018637035,1.934034054
Gene_100996442,1.15192999,1.270245713,0.957856317,1.233435579,1.300591433,1.202128832,1.171880106,1.236477053,1.257316849,1.054158408,0.790231473,1.19257238
Gene_729737,1.381647531,1.333849698,0.881212488,1.154517727,1.175660395,1.01817852,0.695362951,1.011935417,1.526554896,1.217278651,1.250420517,0.981210194
Gene_102723897,1.954343557,1.964238957,2.031189642,2.059825599,1.939062905,1.810470125,1.862819086,1.889574709,2.235147786,2.216241933,2.0239807,2.037684764
Gene_112268260,1.242674572,1.389317548,0.732768043,1.208689481,1.414529456,1.297868128,1.152150106,1.043435134,1.175470634,1.217278651,1.16343713,1.114183964
Gene_100132287,1.281803403,1.333849698,1.079602291,1.154517727,1.230014435,1.10667779,0.633354332,0.751226522,1.526554896,1.217278651,1.182283444,0.940462549
Gene_113219467,2.821979318,2.845333268,2.79280355,2.765757493,2.624851889,2.4007336,2.510932592,2.75770663,3.390054561,3.28647501,2.196920364,2.210156872
Gene_100133331,1.281803403,1.414602874,1.152715317,1.233435579,1.254836509,1.10667779,0.633354332,0.68718082,1.526554896,1.115593559,1.101430302,0.981210194
Gene_105378580,1.15192999,1.362468562,1.195406603,1.233435579,0.476813538,1.180159996,1.27447881,1.21654566,1.074532252,1.169405382,1.396334015,1.167982132
Gene_643837,2.446541174,2.508897501,2.376790959,2.325255213,2.139420777,2.334976861,2.183975615,2.300415945,2.608931055,2.529412049,2.059651327,2.214724445
Gene_148398,2.512899872,2.321470725,2.337583531,2.355341112,2.302736699,2.484350493,2.28554436,2.263588279,2.666374101,2.713832082,2.381518269,2.383818498
Gene_26155,2.621258979,2.431169085,2.557162467,2.659940086,2.572411181,2.737368726,2.594288417,2.630472584,2.715803375,2.739090433,2.688023131,2.466279569
Gene_339451,1.768628921,1.731542261,1.646525752,1.620836608,1.612333466,1.510878185,1.838576634,1.397415158,1.64825181,1.748834223,0.973128341,1.514990134
Gene_57801,2.202105222,1.845447532,2.200942107,2.360757344,2.769654422,2.330217819,2.638620342,2.361487927,2.588541395,2.531615689,2.034474734,2.285816616
Gene_9636,2.814361956,2.760037853,1.938973738,2.411500044,2.787707467,2.8139109,2.903082583,2.153812347,2.561629698,2.216241933,2.87723895,3.086874471
Gene_375790,1.437379124,0.991921488,1.17458532,1.182447696,1.175660395,0.617261109,0.749614068,0,1.412474127,1.217278651,1.029071942,0.788588651
Gene_54991,1.921305579,1.93560036,1.601057712,1.182447696,0.698600718,1.361678852,1.555916581,1.383754092,2.189671002,1.569940953,1.547112262,1.809335115
Gene_51150,2.319554771,2.237810675,2.430855189,2.451139776,2.588371259,2.595287645,2.472140059,2.510820731,2.667825894,2.364854196,2.343787739,2.420686963
Gene_126792,2.326361682,2.378441563,2.202944739,2.227397309,2.148760732,2.404782707,2.428472515,2.229328165,2.667825894,2.587243538,2.341237166,2.205540749
Gene_118424,2.558743815,2.488664046,2.584563076,2.585428318,2.374288638,2.516673142,2.517074038,2.591846349,2.921715213,2.725239741,2.603111591,2.514427984
Gene_6339,1.642087791,1.195701583,1.460840036,0.584809546,0.953832172,1.049724973,0.560993531,0.85647248,1.437813703,1.589612615,1.123097943,1.597635801
Gene_116983,1.921305579,1.99110531,2.186658991,2.107353621,2.052620874,2.167688322,2.083068378,2.059424326,2.410395833,2.374428912,2.222877018,2.047811316
Gene_126789,2.128823707,2.094889732,2.126695539,2.164518845,2.323822988,2.298802123,2.101599538,2.124571188,2.258082354,2.294983018,2.155803562,2.223717955
Gene_54973,2.622968085,2.421606985,2.595218888,2.663528911,2.657550755,2.74541405,2.630645506,2.665216949,2.694526067,2.587243538,2.484782056,2.562892632
Gene_80772,2.232485846,2.057418379,2.188728422,2.189177204,2.024848566,2.141398932,2.152874077,2.047548962,2.342418236,2.392967432,2.470772777,2.067382441
Gene_83756,0.880478823,1.195701583,1.152715317,1.300194133,1.145699371,0.947248221,1.037291431,1.043435134,1.582928957,1.428464231,1.078624601,1.141915546
Gene_1855,2.232485846,2.31534001,2.370044233,2.398537716,2.331978952,2.072094041,2.276543603,2.305431078,2.751896775,2.608010793,2.328254654,2.312013247
Gene_54587,1.242674572,1.195701583,1.079602291,0.979215691,0.698600718,0.251789441,0.633354332,0,1.810771329,1.626469089,1.373195545,0.940462549
Gene_54998,3.340167832,3.428054567,3.520357128,3.593219931,3.567387919,3.426088123,3.582187459,3.510028712,3.219646936,3.314900203,3.650163055,3.600034531
Gene_81669,2.763155446,2.729018452,2.834879334,2.837214517,2.84895841,2.80491539,2.786716479,2.605384952,2.836292716,2.821986202,2.879837195,2.617410203
Gene_148413,2.515092103,2.510869951,2.647776024,2.736552912,2.648874238,2.610609078,2.681834121,2.655676363,2.293804615,2.529412049,2.672794421,2.615608769
Gene_55052,3.226382119,3.234429854,3.432358732,3.497988953,3.491600097,3.447428009,3.528454404,3.477503007,2.97128126,3.23394722,3.517612565,3.485028018
Gene_441869,1.792362487,2.010217691,1.471735504,1.776561626,0.953832172,0.41014317,1.037291431,0.977971074,1.959442954,1.260394793,2.090340001,1.998392778
Gene_64856,1.962224762,1.71953798,1.022981546,1.545687785,1.777697292,1.578916625,1.258975322,1.383754092,1.074532252,1.865085866,1.514037166,1.479436428
Gene_219293,1.242674572,1.303211045,0.957856317,0.933720957,1.040973018,0.41014317,1.062821988,0.68718082,0.752780102,0.896825006,0.872828854,0.433820205
Gene_83858,1.954343557,1.79733634,1.935288951,1.869243133,2.211728781,1.850770724,1.780890689,1.759252428,2.027822121,2.398975159,2.010496198,2.037684764
Gene_55210,2.047087517,1.99110531,1.946250827,1.977081487,2.211728781,1.81571701,1.889491006,1.85347296,2.19830161,2.173292931,2.200472203,1.979285716
Gene_339453,1.199668084,0.921500269,1.079602291,1.154517727,1.175660395,1.01817852,1.037291431,0.68718082,1.526554896,1.299614362,1.054554628,1.167982132
Gene_29101,3.236051194,3.334919354,3.348543185,3.368317774,3.391531603,3.393147838,3.47983527,3.428919216,3.205591459,3.138189587,3.40168469,3.319307075
Gene_643988,2.536426472,2.65237367,2.469297191,2.508392572,2.64397798,2.428315213,2.415459482,2.426490958,2.868502415,2.946479543,2.75012901,2.565939142
Gene_142678,2.326361682,2.230366333,2.277989694,2.277992608,2.160909531,2.366905334,2.228509124,2.258062672,2.339341259,2.416515236,2.083448029,2.430473004
Gene_8510,0.965797912,1.153008223,0.921222965,1.124667337,1.040973018,0.947248221,0.981232322,0.807029864,1.326157226,1.480912675,0.908897736,1.215844596
Gene_984,2.159635249,2.33050752,2.427294038,2.400179323,2.622788733,2.424480616,2.39053977,2.312029086,2.297220405,2.470339684,2.474552992,2.495804162
Gene_728661,2.436176067,2.61993543,2.519322655,2.408295552,2.446698024,2.614770829,2.516201988,2.5475469,2.684879087,2.593006529,2.582326188,2.557767137
Gene_728642,2.149605672,2.152445141,2.235648285,2.209978885,2.388706313,2.249845938,2.170641882,2.032233022,2.269110888,2.341656436,2.210956686,2.251723595
Gene_9906,2.488025427,2.655205906,2.577029769,2.494111891,2.531018619,2.623788676,2.450347261,2.470699494,2.698595778,2.643399106,2.657629975,2.646943805
Gene_112268218,1.381647531,1.541498555,1.471735504,1.392730889,1.341982019,1.48930616,1.381874502,1.126180534,1.385563964,1.913303642,1.143735728,1.31651804
Gene_65220,1.856650644,2.016406037,1.681087356,1.940889985,1.874605765,1.986080972,1.691642836,1.623049004,1.840982102,2.29875686,1.487465236,1.955189086
Gene_2782,3.424626862,3.436076834,3.530530735,3.492857185,3.458930991,3.422620707,3.474294891,3.455599006,3.511084927,3.492006284,3.412672986,3.432336076
Gene_105378949,0.880478823,1.624694074,1.567865378,1.93614639,1.300591433,1.521275248,0,1.383754092,1.257316849,1.972911638,0,1.351050651
Gene_339456,0.423005877,0.837407646,0.921222965,1.279061313,1.414529456,1.330944398,1.357411537,1.21654566,0.752780102,0.896825006,0,1.46690758
Gene_85452,1.037076366,0,1.471735504,1.482736322,1.819089277,1.430164005,1.571564107,1.150594723,0,1.504938268,1.505359252,1.01846049
Gene_5590,2.700837737,2.949349454,3.116025087,3.095457171,3.0677246,3.046053622,3.060571916,3.06765157,2.948346066,2.956510253,3.119870328,2.840814425
Gene_199990,2.86799491,2.99684724,3.135591617,3.088124628,3.038556088,3.028839477,3.063552475,3.052445401,3.043483233,2.99973342,3.206282434,3.021508792
Gene_112268219,1.35084801,1.195701583,1.449664176,1.496077798,0.777766571,1.39038128,1.190752588,1.291308203,1.175470634,1.368800395,1.384918859,1.367339031
Gene_6497,1.825695044,1.957254402,1.576404303,1.557252766,1.747734618,1.404051126,1.208838998,1.435995006,1.974007246,1.735295665,1.555001912,1.367339031
Gene_79906,1.437379124,1.71953798,1.631892345,1.733135637,1.707117576,1.810470125,1.437607279,1.606748812,0.613456073,1.428464231,1.988010365,1.667040366
Gene_11079,3.008512978,2.776359247,3.057312953,3.075852281,2.973589736,3.101303055,3.104843533,3.140255582,2.898487318,2.974318968,3.056723669,2.97437714
Gene_5192,2.188404895,1.950155679,2.109696701,2.178390393,2.18138497,2.211755915,2.195087491,2.229328165,2.081327555,2.271624234,1.902170852,2.027316442
Gene_55229,2.020600603,1.845447532,2.235648285,2.273629004,1.908029065,1.971755135,2.20947444,2.313663044,1.904239083,1.996149378,2.239357782,1.826331571
Gene_127281,2.816552013,2.829561966,2.838593806,2.863928931,2.804359746,2.848137979,2.819619118,2.75476342,3.04470206,3.113576477,2.921446901,2.826057182
Gene_79258,1.814865979,2.028524313,1.888445538,2.03774832,1.939062905,2.110779303,1.935057882,1.953857486,1.831143514,2.010977979,1.967332466,2.153855946
Gene_63976,1.780657809,1.826837621,0.732768043,0,1.476674994,0.984159833,1.171880106,0,0.613456073,1.115593559,1.234362024,1.398190243
Gene_27237,1.199668084,0.595338377,1.426410819,1.154517727,1.230014435,1.242989764,1.427018253,0.751226522,1.730846589,1.260394793,1.639946512,1.491613945
Gene_127262,3.179754957,3.133097535,3.257465266,3.284137474,3.251663154,3.245901902,3.277959904,3.238025735,3.330672622,3.203690411,3.258044416,3.164060553
Gene_49856,1.7029135,1.765684057,2.224384937,2.080834667,2.327920115,2.016684239,2.013953049,2.269044465,1.959442954,2.197675732,2.488442781,1.946850319
Gene_57212,1.410406696,1.707192435,1.152715317,1.409087494,1.414529456,1.346583448,0.560993531,1.21654566,1.974007246,1.260394793,0.360273219,1.114183964
Gene_388588,0.965797912,1.389317548,0.881212488,1.482736322,1.040973018,1.049724973,0.365403379,0.248762506,1.013639848,1.33558365,0.973128341,1.01846049
Gene_57470,2.709309107,2.800251537,2.900133343,2.828135552,2.913352759,2.897497404,2.895494982,2.867984686,2.808895757,3.02656453,2.833814308,3.057872202
Gene_9731,2.576187192,2.442833044,2.226282564,2.376612176,2.479546816,2.369827202,2.460388836,2.297040057,2.478224228,2.480348011,2.171209268,2.33500034
Gene_1677,1.642087791,1.609281343,1.362167178,1.468971972,1.414529456,1.551051536,1.331487936,1.668571824,0.858097994,1.787088033,1.958159966,1.514990134
Gene_339448,2.139338986,2.309121511,2.379460573,2.340558637,2.214385008,2.155935488,2.119372235,2.181208277,2.38335248,2.492542551,2.22954456,2.239021914
Gene_55966,2.944319621,2.934024474,2.88709981,2.986742588,2.938558651,3.106940627,2.970923092,2.986701915,3.159537134,3.095357764,3.107340992,3.086264149
Gene_261734,1.803759972,1.807394418,1.812027224,1.454757062,1.798886224,1.560539944,1.697432306,1.563102376,1.600203633,1.054158408,1.676905085,1.753948529
Gene_8514,2.903383009,2.991674548,3.03288959,2.989704021,3.055681011,2.960895041,3.035697246,2.94226175,3.269548223,3.187490287,3.017040308,2.998582021
Gene_26038,3.042269088,3.10093744,3.04770779,3.105583673,3.164486032,3.082811106,3.023112121,2.881868341,3.339095831,3.363487526,3.008043571,3.055584141
Gene_6146,3.006401696,2.870982083,2.97309357,2.96809405,3.018655076,2.994988274,3.020113244,2.961395218,2.910256538,2.952358909,3.042709302,3.076068002
Gene_107985733,0.423005877,1.639578516,1.401841626,1.124667337,0,1.48930616,1.57918141,1.48262125,0.613456073,0.896825006,1.522545073,1.682787105
Gene_102724450,0,1.195701583,1.333549246,1.058002505,0.601713795,0.692680235,0.84123219,1.255533718,0.752780102,0,1.123097943,1.084560083
Gene_388591,2.244882517,2.05179131,2.097133955,2.181112317,2.157904043,2.165363062,1.964018214,2.158500036,2.339341259,2.404900912,2.018637035,2.143273583
Gene_23463,2.705094077,2.874403894,3.054228586,3.006655383,2.943527744,2.978096739,2.975494605,3.071940811,3.198389371,3.239581403,2.681060788,2.757547752
Gene_387509,1.242674572,1.503177156,1.052214001,1.058002505,0.476813538,0.862427954,0.474117461,0.521093421,1.546170657,1.399656093,1.599547722,1.578401608
Gene_11332,3.624422459,3.827656393,3.863075548,3.898116742,3.892911733,3.820900495,3.910270786,3.94833145,3.578190789,3.53550452,3.855680883,3.60477978
Gene_83715,0.633172626,1.270245713,1.052214001,1.124667337,0.844702364,1.242989764,0.749614068,1.100311702,0.407080672,0.789867379,1.078624601,0.940462549
Gene_57449,1.590131849,1.99110531,1.742914267,1.846396721,1.341982019,1.202128832,1.514137887,1.747400827,1.904239083,1.972911638,1.633468988,0.895492141
Gene_79707,2.380279487,2.367629631,2.277989694,2.321343589,2.237587116,2.525918764,2.367803893,2.21523909,2.194007745,2.331322242,2.452353234,2.283883545
Gene_3104,1.814865979,1.653969686,1.601057712,1.869243133,1.671646029,1.521275248,1.719847948,1.957575997,1.705021807,1.504938268,1.217686877,1.878614841
Gene_9903,2.633083838,2.700726113,2.503612747,2.594949111,2.646922354,2.714278648,2.674620916,2.613637149,2.719679371,2.837475409,2.64953011,2.710135567
Gene_148479,2.34616478,2.230366333,1.938973738,2.002373897,2.032966376,1.896396916,1.846808728,1.80366726,2.369171921,1.956698972,1.705469493,2.009466108
Gene_90326,2.609103123,2.725431006,2.604035527,2.64153716,2.527169615,2.590933979,2.643856689,2.710008421,2.660517906,2.789245006,2.734381812,2.566949915
Gene_55735,2.461639261,2.273230715,2.259094054,2.229829591,2.148760732,2.158311637,2.273501414,2.459188028,2.336242327,2.410746898,2.296834423,2.299112424
Gene_23261,3.340821591,3.383187358,3.260275831,3.305030538,3.369310829,3.341792989,3.232949063,3.272170812,3.415661355,3.35531821,3.271316607,3.394687215
Gene_9341,2.705094077,2.589827904,2.112166223,2.20229454,2.41115984,2.203292873,2.248364859,2.303765794,2.372045317,1.931185381,2.719650486,2.468818078
Gene_8863,2.446541174,2.195191252,2.081562661,1.840492261,2.032966376,2.035950439,1.780890689,2.095919125,2.027822121,2.374428912,1.555001912,2.140587205
Gene_11315,3.600843189,3.706016246,3.829329568,3.872931812,3.886367408,3.849613852,4.036313313,4.023381161,3.071258474,3.44069062,3.940108442,3.870789931
Gene_54206,2.651038746,2.645211201,2.633185399,2.654500623,2.565387417,2.750897847,2.675831468,2.706722245,2.677854785,2.818593974,2.553491464,2.587650199
Gene_50651,2.409126439,2.440525179,2.636879267,2.650836092,2.515413595,2.556337593,2.554607293,2.660105768,2.58504807,2.655133842,2.623615569,2.592436748
Gene_473,3.093666451,3.030833366,2.987439452,3.096117667,2.965210814,2.932350128,2.799178286,2.918616404,3.184499706,3.03767275,2.914327425,2.934686657
Gene_2023,3.686420586,3.76454653,3.883893536,3.887844341,3.880180531,3.84913121,3.924036484,3.909669654,3.735988328,3.783224503,3.871470193,3.757255134
Gene_100505975,1.658111334,0,1.079602291,0.584809546,1.113517225,1.157020378,0.981232322,1.150594723,0,0.434785327,1.539076628,1.479436428
Gene_112268261,1.608150018,1.333849698,1.567865378,1.409087494,1.430919215,1.430164005,1.691642836,1.459933557,1.385563964,1.504938268,1.478233932,1.558275929
Gene_6518,0.965797912,1.928135584,0,0.289606165,1.652761121,1.314721077,1.405032685,1.173709192,0.858097994,1.115593559,1.078624601,1.141915546
Gene_9563,1.625450327,1.333849698,1.129685323,1.092612811,1.341982019,1.314721077,1.062821988,1.493535585,1.385563964,1.169405382,0.973128341,1.367339031
Gene_84275,2.598405963,2.449683956,2.46821379,2.541574573,2.602683868,2.469560616,2.554607293,2.541798294,2.407766029,2.168247687,2.607290561,2.59338776
Gene_199953,2.456664658,2.566226519,2.363191041,2.371391281,2.319686839,2.356521154,2.075910132,2.318528353,2.546564461,2.454880984,2.363670367,2.054433504
Gene_107985734,1.15192999,1.303211045,0.732768043,1.182447696,1.254836509,1.049724973,0.84123219,1.011935417,1.600203633,1.735295665,0.742181538,0.268965635
Gene_5293,2.867023565,2.851664459,2.704208191,2.674120806,2.817764939,2.750291945,2.613545512,2.614453809,3.024140457,2.980617984,2.630897588,2.776650046
Gene_22883,3.486519508,3.478580043,3.477840902,3.495627977,3.497435233,3.508555468,3.431173284,3.450630575,3.69058368,3.614010609,3.390753639,3.437535359
Gene_56998,2.188404895,2.373069242,2.322676411,2.262524234,2.264358677,2.403437195,2.228509124,2.019579084,2.438319039,2.561347184,2.382682449,2.476345774
Gene_84328,2.596597204,2.622986542,2.628710881,2.635860704,2.750818266,2.493207787,2.627278947,2.703411015,2.640920797,2.726644858,2.512377024,2.618308126
Gene_64802,1.590131849,1.863292651,1.776183384,1.809702253,2.0602402,1.826024356,1.794899042,1.765059111,1.705021807,2.202392221,1.4074568,2.156461732
Gene_116362,1.658111334,1.826837621,0.239076468,0.461821713,1.770398184,0.984159833,0,1.383754092,1.257316849,2.010977979,0.360273219,1.760463137
Gene_10277,2.73902929,2.804275786,2.915119174,2.951380619,2.846494325,2.99705426,2.751623192,2.926244301,2.984062988,2.741808342,2.754101784,2.841351476
Gene_23095,3.594697257,3.614059125,3.68275474,3.647743733,3.56373093,3.680420292,3.627168011,3.62647218,3.703056302,3.618532515,3.557557716,3.600034531
Gene_105376725,1.768628921,1.270245713,1.438193111,0.933720957,1.341982019,1.01817852,1.317921773,1.273789216,0.407080672,1.8946539,1.335998156,1.491613945
Gene_5226,2.674384615,2.888653112,2.808444363,2.767167416,2.673481321,2.890529541,2.791373759,2.770424914,2.693160977,2.694630742,2.507171129,2.617410203
Gene_100526739,1.486765423,2.05179131,1.927824239,1.776561626,2.082327531,1.904973913,1.846808728,1.953857486,1.257316849,1.169405382,2.044721169,1.837303901
Gene_378708,1.642087791,2.073874926,2.048637949,1.869243133,2.04876049,1.860287502,1.911117283,1.926896329,1.677563755,1.70688258,1.964296441,1.951039716
Gene_1325,1.199668084,1.593301437,1.375798698,1.279061313,1.874605765,1.361678852,1.381874502,1.572189641,1.013639848,1.115593559,1.592433535,1.167982132
Gene_1676,2.830524354,2.995559831,2.861554782,2.777598416,2.965680575,2.897065172,2.894034572,3.004343512,2.723521079,2.910346847,2.947547369,2.8375781
Gene_5195,2.305612274,2.06297347,2.143054007,2.150189573,2.319686839,1.975381139,2.097040349,2.053527233,2.46686317,2.454880984,2.094874627,2.118476144
Gene_148345,0.774196267,1.522760395,1.362167178,1.496077798,1.230014435,1.560539944,1.907586864,1.410659577,1.730846589,1.904078872,2.007748318,0
Gene_23435,2.845085169,2.914269381,2.955793706,2.929178259,2.996050481,2.910268275,2.953736729,3.004675848,2.849846042,3.034231854,2.766287524,2.893863585
Gene_10747,1.15192999,0.733024829,1.052214001,1.020393276,1.254836509,0.862427954,0.749614068,0.977971074,0,1.33558365,0.688146339,1.279000543
Gene_6723,2.980231751,2.808263088,2.994922637,3.021796698,3.085542428,2.917754339,3.185166843,2.986008869,2.87304392,3.02656453,3.076932119,2.929898193
Gene_5394,2.322971563,2.643764422,2.372755513,2.357154039,2.04876049,2.133944026,2.325244491,2.415021021,2.001747699,2.183210919,2.12745423,2.32277405
Gene_105376736,1.199668084,1.303211045,1.631892345,1.182447696,1.321779633,1.629796285,1.381874502,1.150594723,0,0.434785327,0,1.334127484
Gene_2475,2.984704391,2.956461259,3.043113139,3.085088899,3.001272516,2.972680503,2.973367219,3.100834865,2.835308242,2.668167844,2.939558194,2.873913003
Gene_29914,2.319554771,2.345163139,1.888445538,1.869243133,2.044865483,1.971755135,1.918093173,1.814095839,1.840982102,2.147459339,1.865514503,2.143273583
Gene_26232,3.74686318,3.753769661,4.111529016,4.092788703,3.966992761,3.921021847,4.077517839,4.053229194,3.662166412,3.790672355,4.019490708,3.837497223
Gene_93611,2.897077111,2.902449627,3.022722232,2.972502924,2.877485907,2.872146767,3.047414424,2.957709403,3.002556777,2.912180937,2.872372005,2.985686862
Gene_26270,2.10136461,1.593301437,1.78148864,2.077402977,1.82562004,2.13644324,2.056223773,2.265414635,2.027822121,1.66044094,1.781369208,2.076846908
Gene_10459,2.264788303,1.743223638,2.235648285,2.056223112,2.227427781,2.342794511,2.256377436,2.153812347,2.08688526,2.163143142,2.499243378,2.30653118
Gene_57085,2.040615687,1.964238957,1.884303933,1.610864942,1.995178204,1.945488291,1.36981524,1.410659577,2.12895824,1.810838256,1.530889506,0.940462549
Gene_284498,1.098288942,1.10565571,1.252477143,1.124667337,0.999584531,0.984159833,0.749614068,0.977971074,1.461755956,0.647648122,0.688146339,0.981210194
Gene_4524,2.034045953,2.094889732,2.239338743,2.097597786,2.012380052,2.234213212,2.038234341,1.926896329,2.215064725,1.939857521,2.131619205,2.067382441
Gene_1185,3.2746149,3.292157623,3.354785271,3.355796343,3.094708066,3.164089155,3.277808793,3.256644247,3.490650218,3.40009883,3.208545253,3.143676796
Gene_90231,2.276308053,2.601164421,2.360419194,2.38855559,2.151829941,2.398013069,2.361617533,2.303765794,2.286891365,2.251150485,2.364883319,2.148596996
Gene_5351,2.617820456,2.419183198,2.464947274,2.518491291,2.386930063,2.642059967,2.510932592,2.626522941,2.272725697,2.386875431,2.296834423,2.383818498
Gene_9927,3.174517305,3.095850064,3.207464688,3.169147593,3.058344233,3.129546659,3.157157022,3.166894849,3.340945675,3.285701267,3.068625903,3.177632057
Gene_60672,1.825695044,1.83624225,1.977568104,2.018452561,2.136262282,1.799782269,1.648799808,1.914808679,1.730846589,1.972911638,2.052250403,1.753948529
Gene_7133,2.280081054,1.731542261,1.195406603,0.758941099,1.461952269,0.41014317,0.749614068,0.68718082,0.407080672,1.368800395,1.396334015,0
Gene_55187,2.695096939,2.821937229,2.903331513,2.95413498,2.84525702,2.864756488,2.805950056,2.867984686,3.08144244,3.022324588,2.538322877,2.753624358
Gene_9249,1.985044948,1.854461742,1.286742296,1.545687785,1.145699371,1.689512372,1.242897836,1.614975377,1.74320505,1.854764923,2.094874627,1.114183964
Gene_343069,1.281803403,1.10565571,1.052214001,1.182447696,1.113517225,1.180159996,1.258975322,1.308147808,0.407080672,0.9825778,1.250420517,1.237932912
Gene_10630,2.206577609,1.624694074,1.052214001,0.461821713,0.601713795,0.617261109,1.331487936,0.521093421,0.613456073,1.368800395,1.613435749,1.01846049
Gene_7799,2.782481728,2.841673569,2.776578332,2.811299231,2.878634833,2.916515589,2.702213178,2.77552237,2.928129795,2.904797639,2.858213728,2.784061753
Gene_23254,3.203245853,3.14968481,3.121361772,3.196704428,3.189590059,3.175853916,3.231942398,3.171896481,3.39197362,3.34327768,3.269358998,3.242979366
Gene_105376759,1.037076366,0.921500269,1.195406603,1.409087494,1.652761121,0.756919703,1.258975322,1.383754092,1.766914481,0.434785327,1.757513357,1.258951975
Gene_114827,1.037076366,0.837407646,0.505465801,1.440061093,0.844702364,0.756919703,1.36981524,1.514574323,1.218318966,1.589612615,0.554442957,1.367339031
Gene_79180,2.576187192,2.411829602,2.605619498,2.681898575,2.679874821,2.605561754,2.740829719,2.652698127,2.853641983,2.538160304,2.661929666,2.476345774
Gene_842,2.020600603,2.276618877,2.006778171,1.906542361,1.977266811,2.048335553,1.900438744,2.231304091,1.412474127,2.287335508,1.771983523,1.705385832
Gene_23341,2.776534132,2.524431822,2.676236675,2.637761112,2.757693771,2.715594149,2.770011073,2.747016397,2.592006844,2.6260653,2.675172339,2.715905417
Gene_79814,2.027375308,1.977879851,1.72527246,1.755391187,1.397496828,2.089097047,2.002709691,2.006545358,1.526554896,1.569940953,1.757513357,1.141915546
Gene_84301,2.319554771,2.458653567,2.479985105,2.492790057,2.434108946,2.445775492,2.476944084,2.400577924,2.579754826,2.267605972,2.562037057,2.484966286
Gene_6248,1.486765423,1.639578516,1.812027224,1.783395157,1.531030845,1.645512561,1.531334579,1.747400827,1.546170657,1.865085866,1.613435749,1.334127484
Gene_23207,2.55477049,2.508897501,2.599248652,2.654500623,2.693266227,2.540903745,2.482639636,2.486319538,2.879323281,2.989132606,2.535878654,2.523448721
Gene_440567,2.638054707,2.775290031,2.915506639,2.966317892,2.92793474,2.895765891,3.047414424,3.017442497,2.34850755,2.583358615,2.98339087,2.939850917
Gene_729614,1.954343557,1.871947566,1.522454789,1.91663626,1.723822928,1.653162441,1.594026553,1.782027379,1.840982102,1.428464231,1.699904936,1.597635801
Gene_23013,2.441389542,2.526335117,2.292860726,2.273629004,2.448246307,2.300513476,2.289975739,2.21523909,2.360435875,2.242682864,2.496568306,2.041086585
Gene_7709,2.473832043,2.222792158,2.389977896,2.315409289,2.414513468,2.477586924,2.16283468,2.227343208,2.455196907,2.467801144,2.456296485,2.051135032
Gene_149563,1.673564655,1.99110531,1.559155191,1.320346168,1.490914937,1.742001175,0.88068445,1.011935417,0.942795402,1.5493358,0,0.940462549
Gene_348487,1.969965491,1.609281343,2.025214205,1.921596574,2.325876383,1.860287502,1.938372726,1.765059111,2.30060954,2.320736135,2.018637035,2.164186573
Gene_79363,1.317696362,1.10565571,1.362167178,1.667524917,1.698517586,2.016684239,0.560993531,1.589812894,0.752780102,0.9825778,0.742181538,0.895492141
Gene_54455,2.446541174,2.502925824,2.732262027,2.665312264,2.438872717,2.695430569,2.669131287,2.668831312,2.66927285,2.837475409,2.580118084,2.507537302
Gene_26099,1.590131849,1.743223638,1.646525752,1.630584447,1.68974385,1.709946196,1.780890689,1.544336719,1.61681739,1.504938268,1.348754576,1.740618609
Gene_374955,1.531104746,1.593301437,1.375798698,1.320346168,1.590614794,1.430164005,1.27447881,1.273789216,1.546170657,1.399656093,1.123097943,1.412831114
Gene_55707,2.006725662,2.262904684,1.608974029,1.590207291,1.972671111,1.417303798,1.771294292,1.646406605,1.677563755,2.263550183,2.171209268,1.955189086
Gene_107984921,1.199668084,1.681395856,0.595103329,0.289606165,0.300799229,1.605101129,0.88068445,1.173709192,1.869227315,0,1.101430302,0.268965635
Gene_114819,1.590131849,1.912809722,1.550266732,1.124667337,1.379768831,1.578916625,1.447944255,1.435995006,2.185290517,1.643787103,1.361146972,1.454006527
Gene_55672,2.329725543,2.409350471,1.875900318,2.129299515,2.151829941,2.181384351,2.083068378,2.124571188,2.31390763,1.972911638,1.926105428,2.295354975
Gene_105376794,2.10699708,2.293174185,2.054301674,2.090969978,2.082327531,2.039079987,2.108349818,2.122043175,2.261789737,1.988540786,2.101589007,2.140587205
Gene_84809,2.08401518,2.230366333,2.068146031,2.063398449,2.071424265,1.993070491,2.09474268,2.149073507,2.310621086,1.956698972,2.094874627,2.126900261
Gene_105376805,2.197586298,2.040313607,2.065412241,2.204871125,2.116813165,2.268627309,1.964018214,1.914808679,1.944373241,2.287335508,1.97631524,2.083043874
Gene_9696,1.846575296,1.826837621,1.867330879,1.748098661,1.928962703,1.971755135,1.970199756,1.867365153,2.19830161,1.299614362,1.97631524,1.803518529
Gene_23400,3.198285559,3.187749023,3.225664895,3.278536529,3.106069559,3.148132671,3.154555268,3.154132802,3.053139395,3.248952753,3.131841209,2.985686862
Gene_6390,3.078995058,3.126471874,3.264977802,3.279835481,3.174470246,3.167350561,3.295576759,3.341360086,2.981254936,2.807091278,3.393143601,3.137207406
