GeneId,GSM2843848,GSM2843849,GSM2843850,GSM2843851,GSM2843852,GSM2843853,GSM2843854,GSM2843855,GSM2843856,GSM2843857,GSM2843858,GSM2843859,GSM2843860,GSM2843861,GSM2843862,GSM2843863
Gene_381,2.740786217,2.646216289,2.563977641,2.501524738,2.526879116,2.572793529,2.807382722,2.780804635,2.676732019,2.481993388,2.583794902,2.656497124,3.038049307,2.127301668,2.648912514,2.540626027
Gene_27044,3.371163189,3.433212196,3.399649142,3.358613025,3.402916193,3.401909998,3.537382481,3.540551426,3.472034201,3.345811573,3.422446634,3.517811741,3.323828798,3.360928385,3.451006319,3.334322169
Gene_27099,1.436561885,1.413677726,1.524048584,1.421120372,1.569771901,1.526747755,1.471710778,1.352648966,1.403289515,1.557014551,1.465176545,1.268358714,0.942800045,1.500031838,1.179852562,1.220282745
Gene_64101,2.608256958,2.383668159,2.324926064,2.127738811,2.35796508,2.407964023,2.490208864,2.451735395,2.448030764,2.270241387,2.47853905,2.38873828,2.00841972,2.50790372,2.444317631,2.527414083
Gene_55131,3.366579105,3.36071264,3.414700097,3.470687478,3.385295747,3.46201513,3.286328201,3.370338982,3.407436851,3.486861411,3.45959666,3.432912807,3.237637701,3.197723817,3.345400539,3.298723486
Gene_401399,0,1.400836997,1.061288318,0.987717702,1.33089191,1.357065611,0.93339376,0.982708543,1.119088322,1.016649946,0.887109794,1.1658522,0,0.619939512,1.2646137,1.010656124
Gene_3614,2.961018499,2.779168402,2.709172531,2.583363154,2.700844769,2.806994366,2.945759857,2.971879441,2.903897309,2.728881802,2.941560623,3.122886554,2.162041928,3.164170813,2.966102139,3.186620926
Gene_102724660,1.409591444,1.613071098,2.176009187,1.960864654,1.500172781,2.438517086,1.459189755,1.445685506,1.992285643,2.309293195,2.254093898,2.683647921,1.815223126,2.175805468,2.136308114,2.644886552
Gene_29923,1.835424771,1.793605544,2.481907965,2.023885185,1.703187214,2.648761477,1.771581373,1.80222705,2.358830529,2.297119607,2.583034302,2.837225148,2.302539594,2.510742748,2.762875426,2.949109114
Gene_55798,3.009766621,3.089552598,3.052955198,3.055203393,3.02622277,3.114478555,2.941596676,2.997064976,2.986736378,3.085442074,3.021159012,3.024460246,3.136730014,3.004567302,2.974693103,3.000176014
Gene_101928451,3.076353172,3.11745914,3.134145186,3.128673889,3.079643413,3.09756224,2.953561609,2.990426645,3.112146045,3.180714319,3.161137411,3.047835457,2.913096058,3.092957811,3.194551772,3.019080257
Gene_402483,3.938687288,3.891350859,3.917817194,3.937414166,3.887900643,4.001291571,3.801722722,3.82665846,3.979825419,4.016657618,4.054891022,3.959972382,3.073628885,3.960592462,3.924107399,3.951906413
Gene_346653,2.187562144,2.080360021,1.925564067,2.106711295,2.100018852,2.194205244,2.015887909,1.980940921,2.156507492,2.163217071,2.012866548,2.064660653,2.00841972,1.972810437,1.96007887,2.134361594
Gene_84691,1.151141576,1.002716492,1.026914788,1.365474772,1.376214398,1.257504631,0.428787993,0.724671943,1.220833711,0.930065205,1.016840261,1.420795669,1.18815529,0.718015723,1.032724966,0.589963603
Gene_813,3.002723181,3.032601141,3.151939437,3.177308284,3.142216221,3.068585292,3.071196784,2.988990848,3.051614991,3.128767421,3.093368313,3.033961832,3.215623877,2.98696988,3.102509509,2.937959772
Gene_611,1.436561885,1.706249111,1.749791512,1.868882606,1.760102584,1.691704474,1.732772132,1.599266349,1.50860401,1.820265225,1.828909449,1.557522412,1.760276549,1.739239381,1.75154807,1.658087095
Gene_64753,3.739294936,3.04312218,2.961413939,2.962987682,3.007519707,3.026249026,3.012458711,3.010044773,3.119653225,2.960249951,2.955343801,2.87155937,2.560840971,3.062278523,2.971176204,3.635367857
Gene_2318,2.77086989,3.283480248,2.907922838,2.989531365,3.02137847,3.021779252,3.488705507,3.47074406,3.642014609,2.894770444,3.192365913,3.267093451,2.559514481,3.260706885,3.637177596,3.370122792
Gene_110806300,0.965041514,1.665709739,1.376283076,1.318497379,1.430110993,1.293288256,1.917377582,1.923596744,2.07582569,1.267864549,1.66241396,1.679443213,0.994554511,1.635900854,2.018122567,1.751974712
Gene_9296,2.399826865,2.352766884,2.326723337,2.317915347,2.28657525,2.227423246,2.45447854,2.450080492,2.233424928,2.314596045,2.335302574,2.241935407,2.920101888,2.099032704,2.288872292,2.321530195
Gene_100130705,1.316888963,0.84768556,1.122813778,1.082772704,1.049674825,1.128111337,0.781906213,1.260532713,0.985969031,0.930065205,1.093725325,1.1658522,0.816050458,1.226356693,0.934938447,1.458565395
Gene_3663,1.508678708,2.049290269,1.742967258,1.671952319,1.77179783,1.583122535,1.917377582,1.882721581,1.837084967,2.013035112,1.783387236,1.729585078,1.520788804,1.904189702,1.835002104,1.705094957
Gene_23534,3.255111769,3.232057077,3.229591741,3.2181333,3.240977557,3.174433429,3.246750981,3.243265246,3.179460825,3.204953678,3.294614735,3.213559952,3.245921265,3.312810439,3.248113163,3.345794718
Gene_286016,1.350037608,1.438273429,1.359979524,1.334727719,1.40399824,1.293288256,1.529413165,1.477954899,1.55301299,1.296262424,1.178777474,1.220122789,1.623752631,1.062972018,1.658634655,0.958676201
Gene_340348,2.413827841,2.355668729,2.256819433,1.98290336,2.20536943,2.360633779,2.135338542,2.310488306,2.456020419,2.197318378,2.270033679,2.341252195,2.350237004,2.865005708,2.533032391,2.442943589
Gene_6608,2.227430488,2.138922625,2.130573338,1.849844349,2.045217668,2.108628259,2.11054451,2.110821487,2.021954048,2.117998087,2.021273047,2.325531233,1.623752631,2.705776608,2.172680291,2.308156133
Gene_23382,3.230605948,3.179829758,3.383900593,3.403959266,3.425521138,3.233854448,3.371576393,3.322583092,3.155357814,3.42044008,3.3287337,3.358426423,3.373864851,3.328589187,3.294352427,3.30548457
Gene_107986847,0.879742363,1.063453577,0.989585006,1.13625467,1.106627039,1.01381936,1.160536687,1.070484476,1.119088322,0.989661934,0.847565594,1.031422652,1.21832389,1.470013644,1.112489569,0.79254757
Gene_57464,3.245880573,2.705010781,2.694811661,2.834316069,2.784052518,2.708144417,2.61479629,2.489671324,2.648870043,2.644553372,2.512071097,2.514098258,2.677455174,2.271522492,3.67379519,3.01835893
Gene_4899,2.571525002,2.646216289,2.606488609,2.727364787,2.635736615,2.627014531,2.601271044,2.574633895,2.579256457,2.702730399,2.688613279,2.492845799,2.654586893,2.749547757,2.697003018,2.636271937
Gene_7328,2.761071731,2.710794399,2.738632816,2.741953393,2.627771676,2.722442676,2.803950394,2.807091253,2.80144214,2.665020113,2.734460898,2.809238541,2.718948979,2.738802398,2.74879577,2.857719105
Gene_51530,2.2012623,2.194728335,2.149861201,2.213598889,2.16530838,2.143938343,2.220200484,2.235824327,2.129380998,2.179704478,2.18943846,2.150464942,2.385346219,2.23838275,2.040190639,2.223940195
Gene_23008,2.906984612,3.081471586,3.070129215,3.105267623,3.14295324,2.925132881,3.089134237,3.059217326,2.900117326,2.989346315,3.005328657,2.913829476,3.014933472,3.014882005,2.867391853,2.98146049
Gene_84928,2.806877802,2.882539255,2.837602468,3.012877638,2.893536758,2.841380372,2.932721896,2.908073539,3.045546274,2.747754244,2.61741619,2.892666657,3.27270203,2.653034944,2.774137212,2.534070294
Gene_1358,1.198873443,1.814210611,1.707138392,1.545205314,1.629742519,1.663349484,1.58034034,1.587343993,2.07582569,1.267864549,1.75359199,1.451801526,1.18815529,1.541494476,1.482128782,1.010656124
Gene_51200,1.036306066,1.002716492,1.122813778,0.987717702,1.346530869,0.613606446,1.134503952,1.331386191,1.630163587,1.066062387,1.215776655,0.835703931,0.324163981,1.100935977,1.032724966,0.650127793
Gene_95681,2.92348623,2.992464015,2.92408422,2.954659351,2.988675684,2.837473445,2.974611599,3.011412733,2.936513521,2.814312242,2.827432852,2.817051845,2.975996553,2.648937283,2.940344452,2.770857577
Gene_4232,2.933594241,3.092743366,3.002271586,2.799690985,3.065206723,2.869613026,3.206169439,3.146817409,2.946863064,2.821343178,2.950144515,2.799941726,2.505847341,2.341631971,3.007915917,2.931541784
Gene_26958,2.768440996,2.92313699,2.925893517,2.890965807,2.989375441,2.69198995,2.887779015,2.842753341,2.742867101,2.785882986,2.764549797,2.669378986,2.871108607,2.224931606,2.709160541,2.654447569
Gene_53844,1.198873443,1.472737356,1.224622903,1.350373291,1.442601256,0.407201601,1.134503952,1.143467833,0.985969031,1.150669025,1.197670958,0.944496538,1.458420449,0.493050126,1.147475834,1.11854667
Gene_114960,1.241874876,1.46155053,1.449716226,1.470439154,1.478051326,1.218505715,1.308914048,1.392285263,1.220833711,1.500739772,1.37689335,1.1658522,1.520788804,1.168158249,1.2646137,1.220282745
Gene_378805,0.965041514,1.164177864,1.246739132,1.380068736,1.180108575,0.752943758,0.974058712,1.143467833,0.985969031,1.52575534,1.351702567,0.944496538,1.575314969,1.021368762,1.396427972,1.422148159
Gene_4289,3.625609684,3.651669298,3.900699493,3.895441496,3.844951901,3.840329747,3.58667794,3.573965915,3.609533208,3.929787023,3.673586436,3.67948442,4.046134527,3.788822278,3.710148046,3.748840633
Gene_5420,2.656541657,2.723997306,2.750961027,2.687534291,2.620476158,2.858539218,3.092693591,3.137382659,3.093702549,2.639594184,3.011900386,3.287223722,2.616691719,3.48621923,2.557246827,3.391226795
Gene_91584,3.277931725,2.997441375,3.050251708,2.808876898,3.005840003,3.101853492,3.37606057,3.388864478,3.048253957,2.930661077,3.222722111,3.376236618,2.3833577,3.012214741,2.937082825,3.391940051
Gene_54927,2.773285274,2.810716709,2.865971891,2.922952504,2.88871498,2.901234803,2.832295323,2.866907734,2.828010947,2.808012514,2.874641069,2.834754139,3.025964918,2.726925187,2.755478384,2.877800077
Gene_100500804,2.658114575,2.813749066,2.769468596,2.675345511,2.666211328,2.759202437,2.695574445,2.739406467,2.6938523,2.61391149,2.701552092,2.709200742,3.017254912,2.749547757,2.809941357,2.656666957
Gene_60412,3.394826521,3.393597933,3.414846539,3.438540977,3.482338558,3.338985436,3.38879389,3.370338982,3.333277525,3.392284647,3.353705448,3.349050202,3.319001725,3.281345288,3.470769539,3.311529849
Gene_136332,2.148763436,1.999717497,2.007640871,2.067269769,2.110724672,2.070191196,1.926134908,1.863953016,2.056398434,1.999637946,2.07350653,1.774532346,2.533509361,1.926481269,2.604321218,2.042365759
Gene_84912,2.820052299,2.737411478,2.707683029,2.702133535,2.714223696,2.705493391,2.850729684,2.818597764,2.710323203,2.637719791,2.718039285,2.78906724,2.488988427,2.6135698,2.597219329,2.767011325
Gene_231,3.33372292,3.460292415,3.473256651,3.278715309,3.371014437,3.389703386,3.626040777,3.660073864,3.398792857,3.379198109,3.549871458,3.486368178,3.422386025,3.327080056,3.349008327,3.579097395
Gene_669,2.46326002,2.564110401,2.576265723,2.612891123,2.602109066,2.485099008,2.55695494,2.472694238,2.448030764,2.609256608,2.430461029,2.37467229,2.847119432,2.320228229,2.390168083,2.365880981
Gene_800,3.438604442,3.445025351,3.524961446,3.489159908,3.465966608,3.646514545,3.401309651,3.403320837,3.562612371,3.433561151,3.378417935,3.709760351,3.374068515,3.781450911,3.522065387,3.496244749
Gene_340351,2.235814182,2.280037278,2.297034334,2.346744269,2.232164219,2.206961577,1.917377582,1.940001776,2.271369166,2.072147875,1.732528631,1.886788083,2.598861101,2.306860629,2.256112141,1.99931453
Gene_78996,2.117205716,2.093779809,2.163131954,2.098555868,2.035895888,2.158234484,2.096132765,2.168392627,2.129380998,2.105384418,2.078400314,2.201276077,2.061719009,2.213862438,1.990069694,2.211779825
Gene_55281,1.508678708,1.504666294,1.463022386,1.535280715,1.454742321,1.600397414,1.589846456,1.549477612,1.647485082,1.579065698,1.615591355,1.696808414,1.273019607,1.747520277,1.449848362,1.802272178
Gene_29062,2.742082203,2.786201016,2.746890384,2.691055076,2.546701,2.947784218,2.699244431,2.597660837,2.665475066,2.606574103,2.599467288,2.687143088,2.309682703,2.524666003,2.80107669,2.837395108
Gene_4850,2.978634449,2.93548753,2.976537125,2.980262348,2.904300248,2.940880081,2.920160239,2.886159624,2.995967608,2.910755244,2.975231541,2.986854515,2.930968376,2.952048121,2.945191419,3.086379374
Gene_23165,3.210834681,3.311900216,3.392771546,3.372121982,3.38318326,3.324205067,3.345802634,3.304417953,3.209338372,3.419820043,3.379635644,3.281503523,3.388683832,3.325132007,3.40559998,3.256342027
Gene_647087,2.308296,2.242299427,2.337353527,2.342070393,2.20323816,2.351718372,2.275932464,2.343500414,2.352178413,2.238460337,2.187550139,2.352680373,2.568715941,2.134090472,2.412644355,2.123164452
Gene_26266,1.845739132,1.658569408,1.684130596,1.554908172,1.900652222,1.974203907,1.625917469,1.64392972,1.612122435,1.919147089,1.845861316,1.774532346,0.636314688,2.064862576,2.139743463,1.84734441
Gene_105375521,0.965041514,0.84768556,0.989585006,0.8162296,1.106627039,1.175656137,0.838478749,0.931125289,0.793039347,1.042058534,1.197670958,1.031422652,0.324163981,1.277669756,1.31313448,1.137244949
Gene_767558,2.726269137,2.582507143,2.629417114,2.612050707,2.536903136,2.567345334,2.559987116,2.535590862,2.519722161,2.45519354,2.522696783,2.539279934,2.859945321,2.551240957,2.69510205,2.740916539
Gene_136319,2.726269137,2.582507143,2.629417114,2.612050707,2.536903136,2.567345334,2.559987116,2.535590862,2.519722161,2.45519354,2.522696783,2.539279934,2.859945321,2.551240957,2.69510205,2.740916539
Gene_1129,3.075753407,2.429923741,1.587498434,1.933654378,2.051322853,2.113851752,1.926134908,1.80222705,2.259085789,1.803494579,1.716032385,1.852495417,1.548907053,1.86844814,1.848591902,3.038805843
Gene_5764,3.274906872,2.997441375,3.038221964,3.204373657,3.162394201,3.042459566,3.024029477,2.909227153,2.935639822,2.822981104,2.571462513,2.772227269,3.244825876,2.989796264,2.883119307,2.815689525
Gene_9162,3.744987955,3.228389393,3.485497717,3.407746041,3.319103977,3.118606647,3.307911918,3.338949382,3.123642438,3.333498619,3.403183998,3.197199671,3.578603065,3.04773263,3.464011007,3.467188435
Gene_64764,2.297625517,2.386371323,2.333838962,2.307864162,2.308915739,2.250768924,2.438788309,2.482036636,2.275387616,2.34879045,2.343308472,2.434664316,2.309682703,2.488983367,2.283990333,2.23867694
Gene_100130880,1.280999524,1.164177864,1.176694849,1.226770979,1.202077231,1.01381936,1.077230516,1.309028571,1.303208889,1.042058534,1.197670958,1.220122789,0.636314688,1.36505334,0.934938447,0.930150279
Gene_8805,3.012552321,3.104246283,3.077832285,3.145004928,3.128731399,3.07031064,3.033610991,3.030125056,3.086347432,3.088113845,2.970578309,2.979814309,3.198272539,3.088865741,2.963028998,2.937090157
Gene_136306,1.624622188,1.345303264,1.061288318,1.082772704,1.018128743,1.01381936,1.230406048,1.493232833,0.985969031,0.989661934,0.70127349,0.469832356,1.082578753,1.100935977,1.579287611,0.750060808
Gene_50617,2.033205551,1.579854576,1.224622903,1.246731684,1.596493518,1.293288256,1.446296997,1.143467833,1.868818005,1.016649946,1.388961182,1.387404828,1.365272459,1.779149807,1.775943916,2.02137338
Gene_57670,3.062963134,2.624964918,2.537203236,2.468860818,2.464851794,2.597351983,2.540415777,2.600015194,2.611785041,2.371334861,2.585312115,2.685399021,1.942182277,2.940631592,2.537163052,3.082452316
Gene_92092,1.624622188,1.298432107,1.463022386,1.421120372,1.262011473,1.506203641,1.343416935,1.372919138,1.263971452,1.296262424,1.338537169,1.533405893,1.423520506,1.500031838,1.716730194,1.371861402
Gene_56829,2.460793941,2.490145859,2.555588076,2.503689389,2.493152906,2.588739653,2.527584483,2.372200261,2.575264309,2.570104314,2.729055727,2.637405257,2.606081431,2.78930847,2.638186529,2.749492309
Gene_79989,2.297625517,2.374072345,2.324926064,2.326117214,2.353453249,2.354710556,2.206780606,2.345614502,2.106389758,2.399320417,2.195054655,2.20657159,2.456551389,2.099032704,2.67161672,2.136200036
Gene_254048,3.438604442,3.434058109,3.412644707,3.461386097,3.436147312,3.453785796,3.351537194,3.345959666,3.353789887,3.419716617,3.391391914,3.376948277,3.115099152,3.396581684,3.470769539,3.40260002
Gene_51631,3.170785873,3.174156402,3.147084345,3.231470354,3.19668168,3.134737471,3.056357785,2.992333688,3.054285215,3.040294534,2.928358036,3.047076218,3.292064185,3.043189098,2.996170148,2.914152453
Gene_154791,1.687656092,1.766393427,1.776064226,1.764055764,1.653108607,1.841178006,1.719024797,1.85097432,1.7390099,1.781577401,1.642961811,1.760060699,2.203162666,1.528108655,1.743101781,1.765105643
Gene_100996928,3.129326047,3.119207486,3.105261291,3.158837431,3.133523947,3.100784648,2.983818075,2.956139269,3.021822767,3.003059731,2.883877712,3.009806347,3.30251263,3.029694673,2.95577262,2.912927129
Gene_100129148,2.628891771,2.543025076,2.500331709,2.585156794,2.611389702,2.590475836,2.429366873,2.426224253,2.53538815,2.430683701,2.392031832,2.508881846,2.524962824,2.512155333,2.440910313,2.444750404
Gene_154790,2.422016768,1.969126504,2.210157697,2.010649659,2.026369627,2.24696409,2.585415295,2.667309148,2.13494354,2.067517759,2.271595947,2.492845799,2.065878895,1.614152741,1.432761401,2.654447569
Gene_28996,4.135464699,4.20485102,4.191758656,4.030005582,4.097108893,4.431010143,4.163973707,4.173030464,4.385148181,4.039466693,4.039093416,4.353177596,3.616095912,4.626714927,3.903970722,4.131547113
Gene_6916,2.516427651,2.907593847,2.772692097,2.671694492,2.780673974,2.821484489,2.582556125,2.889789204,2.569206427,3.00332963,2.875029877,2.734895417,2.889513633,2.827782698,2.922659008,2.717504574
Gene_64761,2.286686246,2.295258008,2.291234404,2.213598889,2.24979119,2.18548799,2.33893509,2.334939624,2.348813752,2.240027639,2.115683682,2.216972756,2.141664938,2.464505022,2.223508456,2.093839467
Gene_80853,3.150044998,3.058010491,3.104065003,3.223723123,3.077079974,3.04913981,2.921914634,2.958716908,2.886622126,3.059205213,3.045712781,2.927052182,3.217963671,3.067020868,3.083067409,3.171834185
Gene_84255,2.833887629,2.802525362,2.813141241,2.771489706,2.805394756,2.761545904,2.774855481,2.751997317,2.675141637,2.771399086,2.731766721,2.71576833,2.851210781,2.718238086,2.684495335,2.593003414
Gene_23608,3.303181968,3.291600276,3.318526961,3.236093201,3.255235226,3.24127417,3.352512703,3.318786063,3.289482853,3.238872186,3.314841715,3.315975491,3.210015815,3.306968671,3.207038167,3.363542823
Gene_27147,2.980880387,3.059728969,2.994633032,2.865445534,2.971169694,3.165305842,2.989849057,2.943549065,3.113890025,2.867977838,2.773479168,3.215626763,2.529257116,3.329019406,2.919261287,3.004421033
Gene_90956,2.422016768,2.611535906,2.442535762,2.346744269,2.424425766,2.418389037,2.694097723,2.71126015,2.569206427,2.428661829,2.571462513,2.503602015,2.246225379,2.46292833,2.401551606,2.635110301
Gene_100134713,2.244039096,2.271344983,2.291234404,2.554570563,2.454194395,2.219353891,2.352137167,2.397252002,2.26321897,2.479296442,2.304616355,2.21180331,2.958329339,2.178854296,2.291292845,2.18964377
Gene_4708,2.739486353,2.825671101,2.837602468,3.083662834,2.963816527,2.690616223,2.8634339,2.893985729,2.726192194,3.019484171,2.813777301,2.707543209,3.472243126,2.772601226,2.818628694,2.663802626
Gene_673,3.723513248,3.645184227,3.725781963,3.695148788,3.660996228,3.674099065,3.58028509,3.582605366,3.560542895,3.605268734,3.620471141,3.544963788,3.758663996,3.718104479,3.605226622,3.671648704
Gene_51650,2.608256958,2.673488643,2.706188401,2.875192215,2.744131009,2.542913256,2.546692005,2.541003896,2.544092789,2.690705328,2.520943791,2.572248065,3.068309598,2.371880954,2.526059431,2.457191912
Gene_100507421,2.743374332,2.421307093,2.469176415,2.295835993,2.421850429,2.473913509,2.685130362,2.667309148,2.526505468,2.278910305,2.48716789,2.652745304,2.044669179,2.555090577,2.526059431,2.930659209
Gene_55750,3.056110049,3.038644336,3.021525033,3.072734883,3.061669318,2.896121823,2.919720531,2.928383784,2.829130045,2.987111419,2.838563838,2.8384554,3.153967534,2.771826318,2.900677022,2.883746106
Gene_57189,2.735563252,2.911230417,2.749608381,2.865445534,2.781238893,2.769649868,2.871865261,2.855324646,2.828010947,2.97662274,2.994838576,2.894829952,2.476302829,3.101391356,2.724562027,2.791626668
Gene_494551,1.380834538,1.116729275,1.176694849,1.183866761,1.018128743,1.074714283,1.011239896,1.175822383,0.650582902,1.187499905,0.956801186,0.690208531,1.120694636,1.100935977,0.934938447,0.198113902
Gene_6742,2.551924237,2.687856427,2.694042509,2.82771079,2.743515663,2.572793529,2.622713764,2.570883803,2.498712386,2.726336396,2.621615752,2.476194853,3.100055862,2.436890222,2.634916388,2.488453863
Gene_50831,2.019760447,2.002987209,2.089220422,2.055310027,2.05434356,2.015177415,1.840127257,1.900712529,1.868818005,2.090189953,1.965057605,1.966860898,1.297983969,2.147357778,2.136308114,1.919494198
Gene_50832,1.976731352,1.947465781,2.015055943,2.064310568,2.072039449,1.936834118,1.829428177,1.844336565,1.888754289,2.018280364,1.95869374,1.788537276,1.506016146,2.027772587,2.022626802,1.857917707
Gene_54429,1.672734406,1.848072361,1.956086722,1.917304277,1.953102157,1.936834118,1.752610115,1.63318707,1.907815425,2.046048763,1.998483678,1.815260996,1.343980678,1.967900158,2.040190639,1.894622626
Gene_136242,1.151141576,1.245883475,1.40716151,1.446479472,1.569771901,1.461947864,0.838478749,1.143467833,1.459131259,1.663474301,1.475049522,1.696808414,0.735415076,1.277669756,1.553673201,1.508035952
Gene_23601,1.097508395,1.002716492,1.246739132,1.301636855,1.510824826,1.074714283,0.428787993,0.62619936,0.985969031,1.579065698,1.615591355,1.745090153,1.979097824,1.704440303,1.335502686,1.545350172
Gene_8972,1.436561885,1.743325295,2.326723337,2.137882707,2.460147429,2.380751111,1.433009756,1.693985359,2.458651305,2.531889689,2.434766444,2.806602553,2.127528958,3.008182877,3.061076558,2.686603245
Gene_93432,0.965041514,1.141101243,1.376283076,1.183866761,1.531375774,1.385754556,1.290577089,1.285457207,1.403289515,1.874333785,1.78816027,1.802104654,1.297983969,2.51776017,1.96007887,2.278786063
Gene_28638,2.520757474,1.034145948,0.948742217,1.380068736,1.417250847,1.600397414,1.290577089,1.755591824,1.695654077,0.86096944,1.296462358,1.031422652,0.942800045,2.052847792,1.466288422,2.927110862
Gene_2051,3.022842388,2.691875691,2.505115511,2.349832475,2.545731101,2.895263777,3.022643269,3.055942487,2.911359983,2.630776963,2.722479452,2.893749652,2.003668163,2.833876288,3.535476985,3.064652
Gene_55503,2.127981766,2.427479237,2.3644908,2.404685599,2.313912029,2.1535212,2.197597962,2.235824327,2.517437308,1.962738378,1.968204906,2.049814782,1.974012432,1.277669756,2.188257003,1.878322042
Gene_56302,2.325517434,2.613137512,2.427155513,2.670225446,2.517655317,2.491674586,2.463376046,2.489671324,2.658909045,2.33392427,2.524442727,2.492845799,2.057518892,2.440231647,1.933400471,2.081531618
Gene_135927,1.436561885,1.766393427,1.546244607,1.591687016,1.722999426,1.648446113,1.711984422,1.721464601,1.814563557,1.500739772,1.629492168,1.557522412,1.18815529,1.021368762,1.377053906,1.155171306
Gene_3792,2.664349892,3.098794243,2.996555303,3.189941481,3.057206656,2.948544613,3.034625155,3.05429576,3.240771445,2.938249424,3.053512399,2.999754973,2.428736067,2.89638738,2.757133093,2.698324704
Gene_135924,1.80292506,2.155284447,1.89273299,2.205093932,2.080624149,1.778496297,2.01234805,2.000048736,2.100446605,1.944589388,2.010027828,1.828030475,1.857351595,1.567088548,1.759833223,1.592727945
Gene_346517,1.779823626,2.119435978,1.996275339,2.187567429,2.060322665,1.663349484,1.955465475,1.990599907,2.056398434,1.96569082,2.120126856,1.938535188,1.535075452,1.722188296,1.707571388,1.658087095
Gene_89883,1.461954898,1.958431171,1.897577851,2.125165379,1.982489086,1.731041666,1.979119774,1.823791979,2.177051192,1.807748344,2.010027828,1.957622758,1.297983969,1.554480025,1.707571388,1.545350172
Gene_5304,0.965041514,1.833882194,1.376283076,1.752034884,1.6824278,1.438005221,1.659220942,1.57508508,1.680183854,1.517575879,1.674914287,1.451801526,1.321590986,1.135846442,1.147475834,1.371861402
Gene_259285,1.672734406,2.230886191,2.11038889,2.322855031,2.181329656,1.831339353,2.049784702,2.076942428,2.15121605,2.02346302,2.13745847,1.760060699,1.9583889,1.685936,1.910811162,1.760772629
Gene_259286,1.742690064,2.225065088,2.029516753,2.29930674,2.215871661,1.75541682,2.039890531,2.088531596,2.145859341,1.953758681,2.162224224,1.897642536,1.863992174,1.554480025,1.938868869,1.714884492
Gene_105375545,2.089034322,2.44666052,2.207805591,2.542891648,2.41006861,2.410593831,2.33893509,2.374179466,2.445334545,2.302572261,2.392031832,2.25625209,2.566106785,2.134090472,2.136308114,1.934345347
Gene_373156,2.893499131,2.899401873,2.887207054,2.880211637,2.898736535,2.930709583,2.987597242,2.95458531,2.951946792,2.887081124,2.954373665,2.950453505,2.816612738,2.811102324,2.899488671,2.759215099
Gene_135932,2.09481669,2.459372798,2.228529552,2.545840952,2.420557012,2.41320781,2.368094665,2.395375423,2.479143607,2.322430858,2.405986639,2.283542927,2.577726487,2.137445489,2.146533697,1.968043707
Gene_835,2.689894464,2.869448222,2.930384054,2.913391299,2.858602904,2.874145054,2.803375693,2.937114392,2.89438494,2.897533147,2.979224404,2.888307468,2.716179242,2.967147713,2.968646582,2.905813625
Gene_1180,1.097508395,1.090907843,1.421814639,1.284095228,1.079083834,1.218505715,0.888524069,0.982708543,1.263971452,1.066062387,1.138330155,0.944496538,0.942800045,2.052847792,1.112489569,1.155171306
Gene_9715,2.946715725,3.021194593,2.93350003,2.912128522,2.912305724,2.914582243,3.155562165,3.178622673,3.236855233,2.913086411,3.044399117,3.029237023,2.400934857,2.861234386,2.898893273,2.823297375
Gene_7791,2.503172992,2.45708898,2.302757825,2.27986496,2.38690242,2.722442676,2.793487589,2.658164254,2.740132033,2.330126829,2.646652503,2.722238077,2.257022474,2.645838464,2.678598776,2.859110262
Gene_2041,0.773490799,0.84768556,1.026914788,0.987717702,0.69263635,1.357065611,1.208342041,1.175822383,1.339193202,1.042058534,1.197670958,1.1658522,0.735415076,1.5142971,1.147475834,1.204897005
Gene_441294,2.348534798,2.119435978,2.388478598,2.403327415,2.338066023,2.605796842,2.243775738,2.257022783,2.442621483,2.327576628,2.403691754,2.541719622,2.165347043,2.634283121,2.511768378,2.625108903
Gene_285966,2.615244734,2.418813463,2.708428418,2.567810507,2.450583008,2.982859795,2.612124729,2.712167901,2.866585426,2.632681496,3.090301565,3.026855202,2.22379092,3.003203663,2.97419243,3.256759186
Gene_340307,2.432700547,2.240417928,2.42999274,2.455798749,2.293572448,2.654779993,2.366525043,2.341375985,2.402743664,2.430683701,2.572243633,2.710851974,2.240724473,2.705776608,2.614760934,2.81106001
Gene_653691,2.244039096,2.015825309,2.273354869,2.240143123,2.16530838,2.54097568,2.262155904,2.372200261,2.453373499,2.287409565,2.667826456,2.639352658,1.936642828,2.649965329,2.523238594,2.854923351
Gene_154761,2.106155464,1.924667742,2.217138534,2.125165379,1.945433858,2.363565369,2.00518058,2.216386977,2.250699514,2.172453903,2.563573063,2.546558262,1.942182277,2.488983367,2.405280759,2.709248054
Gene_9747,3.349024496,3.193066755,3.230935516,3.100649626,3.181900627,3.266470944,3.37606057,3.386951224,3.239035265,3.110605522,3.213729054,3.337913962,2.832488333,3.157839633,3.347526395,3.394680262
Gene_100128553,2.367337305,2.393056527,2.473035221,2.340501188,2.347363622,2.457753443,2.273990939,2.274758875,2.486585609,2.35363487,2.104372707,2.676572053,2.206170229,2.802515571,2.642508763,2.474369104
Gene_445328,1.920467504,2.069317393,1.960277121,2.058330981,1.900652222,1.878444548,2.056257766,2.031588952,2.320914691,1.92886345,1.338537169,2.260921325,1.776697532,2.208220226,2.399674952,1.951521291
